jahr;nationalitaet;straftat_bezeichnung;tatverdaechtige;verurteilte;bevoelkerung_gesamt;tatverdaechtige_pro_100k;verurteilte_pro_100k
1994;Nichtdeutsch;Betrug;179841;36300;7117740;2526.6587428031935;509.99334058282545
1994;Nichtdeutsch;Diebstahl und Unterschlagung;1098646;229520;7117740;15435.32076192724;3224.6190504289284
1994;Nichtdeutsch;Gefährliche und schwere Körperverletzung;36993;18776;7117740;519.7295770848611;263.7915967708851
1994;Nichtdeutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);7247;4776;7117740;101.81602587338116;67.09995026511224
1994;Nichtdeutsch;Körperverletzung;91249;15232;7117740;1281.9940037146623;214.00051139828093
1994;Nichtdeutsch;Mord und Totschlag;3639;1076;7117740;51.12577868817912;15.11715797430083
1994;Nichtdeutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;20204;11428;7117740;283.854144714474;160.55658116199805
1994;Nichtdeutsch;Sexueller Missbrauch von Kindern;1137;1076;7117740;15.974171576933129;15.11715797430083
1994;Nichtdeutsch;Straftaten gegen den Staat,die öffentliche Ordnung;29982;15992;7117740;421.22921039543456;224.67805792288001
1994;Nichtdeutsch;Straftaten gegen die sexuelle Selbstbestimmung;4738;4712;7117740;66.56607293888229;66.20078845251443
1994;Nichtdeutsch;Straftaten im Straßenverkehr nach dem StGB;192880;119652;7117740;2709.848912716677;1681.0392062649098
1994;Nichtdeutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;23968;214948;7117740;336.7360988178832;3019.8911452230623
1994;Nichtdeutsch;Straftaten nach dem Aufenthaltsgesetz;281218;65840;7117740;3950.9451033614605;925.0127147100063
1994;Nichtdeutsch;Straftaten nach dem Betäubungsmittelgesetz;134792;36024;7117740;1893.7471725575815;506.11570526599735
1994;Nichtdeutsch;Straftaten nach dem StGB (ohne Verkehr);137210;461128;7117740;1927.7186297897927;6478.573254993861
1994;Nichtdeutsch;Straftaten nach dem Straßenverkehrsgesetz;0;90720;7117740;0.0;1274.5618693574083
1994;Nichtdeutsch;Urkundenfälschung;44567;49628;7117740;626.1397578444844;697.2437880563213
1994;Nichtdeutsch;Vergewaltigung;10881;1620;7117740;152.87155754495106;22.760033381382293
1994;Nichtdeutsch;Verletzung der Unterhaltspflicht;1505;1708;7117740;21.14435199937059;23.996380873704293
1995;Deutsch;Andere Straftaten gegen die Person (ohne Verkehr);654306;187740;74474720;878.5612084207903;252.08553989863944
1995;Deutsch;Andere Vermögensdelikte;359409;378272;74474720;482.59194529365135;507.9200029217968
1995;Deutsch;Betrug;625520;187320;74474720;839.909166493006;251.5215901449512
1995;Deutsch;Diebstahl und Unterschlagung;3329436;460096;74474720;4470.558600287453;617.7881568403345
1995;Deutsch;Gefährliche und schwere Körperverletzung;99012;41460;74474720;132.9471262194742;55.66989711408113
1995;Deutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);60263;30888;74474720;80.91739049169973;41.474476171243076
1995;Deutsch;Körperverletzung;383318;57884;74474720;514.6954563911083;77.72301795830853
1995;Deutsch;Mord und Totschlag;9149;1956;74474720;12.284705467841974;2.6263945671766207
1995;Deutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;50731;19624;74474720;68.11841655799445;26.34988087232822
1995;Deutsch;Sexueller Missbrauch von Kindern;6854;7080;74474720;9.203122885188423;9.506581562173043
1995;Deutsch;Straftaten gegen den Staat,die öffentliche Ordnung;124875;58000;74474720;167.67434640909022;77.8787755093272
1995;Deutsch;Straftaten gegen die sexuelle Selbstbestimmung;24938;17420;74474720;33.48518799399313;23.39048740297379
1995;Deutsch;Straftaten im Straßenverkehr nach dem StGB;35093;702888;74474720;47.12068739566929;943.7940820724133
1995;Deutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;76697;214256;74474720;102.98393871101496;287.6895676814898
1995;Deutsch;Straftaten nach dem Aufenthaltsgesetz;10223;6192;74474720;13.726805552273307;8.314230654375068
1995;Deutsch;Straftaten nach dem Betäubungsmittelgesetz;386313;87188;74474720;518.7169552299089;117.07059791564171
1995;Deutsch;Straftaten nach dem StGB (ohne Verkehr);845875;1152040;74474720;1135.788090240554;1546.887319616643
1995;Deutsch;Straftaten nach dem Straßenverkehrsgesetz;0;139428;74474720;0.0;187.21520537438744
1995;Deutsch;Urkundenfälschung;34012;49052;74474720;45.66918814867649;65.86396028075029
1995;Deutsch;Vergewaltigung;33393;2748;74474720;44.83803363074074;3.689842674131571
1995;Deutsch;Verletzung der Unterhaltspflicht;15078;15148;74474720;20.245796157407508;20.339787783022214
1995;Nichtdeutsch;Andere Straftaten gegen die Person (ohne Verkehr);192095;61084;7342779;2616.1076072151973;831.892121497869
1995;Nichtdeutsch;Andere Vermögensdelikte;134518;134792;7342779;1831.9766943823313;1835.708251603378
1995;Nichtdeutsch;Betrug;175131;38780;7342779;2385.0779112376936;528.1379161758783
1995;Nichtdeutsch;Diebstahl und Unterschlagung;1025977;187024;7342779;13972.59811305774;2547.0465609818843
1995;Nichtdeutsch;Gefährliche und schwere Körperverletzung;39311;19700;7342779;535.3695106444031;268.2907929000723
1995;Nichtdeutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);7635;5032;7342779;103.97970577624629;68.52991217630273
1995;Nichtdeutsch;Körperverletzung;97502;18184;7342779;1327.8623801696879;247.64465878654389
1995;Nichtdeutsch;Mord und Totschlag;3758;1028;7342779;51.17953298063308;14.0001489899124
1995;Nichtdeutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;23499;12692;7342779;320.0286975816649;172.8500885019146
1995;Nichtdeutsch;Sexueller Missbrauch von Kindern;1184;956;7342779;16.124685217953584;13.019593807739549
1995;Nichtdeutsch;Straftaten gegen den Staat,die öffentliche Ordnung;29726;16472;7342779;404.8331020176421;224.3292355659894
1995;Nichtdeutsch;Straftaten gegen die sexuelle Selbstbestimmung;5377;4456;7342779;73.22840575754765;60.68547071891991
1995;Nichtdeutsch;Straftaten im Straßenverkehr nach dem StGB;189687;118420;7342779;2583.313483900305;1612.7408982348506
1995;Nichtdeutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;24890;203892;7342779;338.97247894836545;2776.768850049825
1995;Nichtdeutsch;Straftaten nach dem Aufenthaltsgesetz;265410;59808;7342779;3614.57154028468;814.51450465825
1995;Nichtdeutsch;Straftaten nach dem Betäubungsmittelgesetz;148121;38384;7342779;2017.2335297031275;522.7448626739276
1995;Nichtdeutsch;Straftaten nach dem StGB (ohne Verkehr);143561;421552;7342779;1955.1317014988467;5741.041641046258
1995;Nichtdeutsch;Straftaten nach dem Straßenverkehrsgesetz;0;87480;7342779;0.0;1191.3745463400164
1995;Nichtdeutsch;Urkundenfälschung;44107;44792;7342779;600.6853808346949;610.0142738873116
1995;Nichtdeutsch;Vergewaltigung;11009;1336;7342779;149.92961111862417;18.194746158096272
1995;Nichtdeutsch;Verletzung der Unterhaltspflicht;1696;1692;7342779;23.09752206896054;23.04304678106205
1996;Deutsch;Andere Straftaten gegen die Person (ohne Verkehr);688741;191844;74520512;924.2300965403995;257.4378447641369
1996;Deutsch;Andere Vermögensdelikte;383236;387168;74520512;514.2691451180582;519.5455447219687
1996;Deutsch;Betrug;665958;187984;74520512;893.6573060582299;252.25806285388916
1996;Deutsch;Diebstahl und Unterschlagung;3492772;468704;74520512;4686.994099020683;628.9597151452743
1996;Deutsch;Gefährliche und schwere Körperverletzung;107106;43692;74520512;143.7268707976671;58.63083710428614
1996;Deutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);64740;32052;74520512;86.87540955166814;43.01097662882402
1996;Deutsch;Körperverletzung;399943;61424;74520512;536.6884757850295;82.4256279935382
1996;Deutsch;Mord und Totschlag;8396;1960;74520512;11.266696610994837;2.630148327483311
1996;Deutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;54630;22800;74520512;73.30867506653738;30.59560299317321
1996;Deutsch;Sexueller Missbrauch von Kindern;6941;6988;74520512;9.314214051562072;9.377283934925192
1996;Deutsch;Straftaten gegen den Staat,die öffentliche Ordnung;127749;59064;74520512;171.42796871819667;79.25871470126238
1996;Deutsch;Straftaten gegen die sexuelle Selbstbestimmung;28353;17220;74520512;38.04724261690526;23.10773173431766
1996;Deutsch;Straftaten im Straßenverkehr nach dem StGB;35965;679400;74520512;48.26187989690678;911.6952927000824
1996;Deutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;83127;228536;74520512;111.54915307076796;306.67529498455406
1996;Deutsch;Straftaten nach dem Aufenthaltsgesetz;11522;7040;74520512;15.46151481084832;9.447063380348219
1996;Deutsch;Straftaten nach dem Betäubungsmittelgesetz;465111;105648;74520512;624.1382238490256;141.77036250099837
1996;Deutsch;Straftaten nach dem StGB (ohne Verkehr);880585;1178852;74520512;1181.6679413045363;1581.916130688957
1996;Deutsch;Straftaten nach dem Straßenverkehrsgesetz;0;138712;74520512;0.0;186.13935449074745
1996;Deutsch;Urkundenfälschung;35969;49260;74520512;48.2672475465547;66.10260541419791
1996;Deutsch;Vergewaltigung;34550;2700;74520512;46.36307383395326;3.6231635123494588
1996;Deutsch;Verletzung der Unterhaltspflicht;15250;15164;74520512;20.464164282714535;20.348759815284147
1996;Nichtdeutsch;Andere Straftaten gegen die Person (ohne Verkehr);206675;66464;7491650;2758.7380617087024;887.174387484733
1996;Nichtdeutsch;Andere Vermögensdelikte;136667;134924;7491650;1824.2576735432115;1800.9917708382
1996;Nichtdeutsch;Betrug;189772;41840;7491650;2533.1135330668144;558.488450474862
1996;Nichtdeutsch;Diebstahl und Unterschlagung;1071675;195448;7491650;14304.926151114907;2608.877884044236
1996;Nichtdeutsch;Gefährliche und schwere Körperverletzung;43509;21512;7491650;580.7665867999706;287.14635627665467
1996;Nichtdeutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);8222;4764;7491650;109.7488537238125;63.59079775483371
1996;Nichtdeutsch;Körperverletzung;105326;21260;7491650;1405.9119152656624;283.7826113072554
1996;Nichtdeutsch;Mord und Totschlag;3701;1080;7491650;49.40166718947095;14.41604986885399
1996;Nichtdeutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;25819;14636;7491650;344.6370292258715;195.36417211161762
1996;Nichtdeutsch;Sexueller Missbrauch von Kindern;1131;1164;7491650;15.096807779327651;15.53729819198708
1996;Nichtdeutsch;Straftaten gegen den Staat,die öffentliche Ordnung;31763;17684;7491650;423.9786962818605;236.04946840816106
1996;Nichtdeutsch;Straftaten gegen die sexuelle Selbstbestimmung;5817;5064;7491650;77.64644637696635;67.59525605173759
1996;Nichtdeutsch;Straftaten im Straßenverkehr nach dem StGB;195231;114060;7491650;2605.981325876142;1522.4950444828576
1996;Nichtdeutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;24185;200900;7491650;322.8260797020683;2681.6522394933027
1996;Nichtdeutsch;Straftaten nach dem Aufenthaltsgesetz;262341;64652;7491650;3501.7786468935415;862.9874593714336
1996;Nichtdeutsch;Straftaten nach dem Betäubungsmittelgesetz;165325;42448;7491650;2206.7902264521167;566.6041526232539
1996;Nichtdeutsch;Straftaten nach dem StGB (ohne Verkehr);152005;438984;7491650;2028.992278069584;5859.643736693519
1996;Nichtdeutsch;Straftaten nach dem Straßenverkehrsgesetz;0;75316;7491650;0.0;1005.3326036320437
1996;Nichtdeutsch;Urkundenfälschung;42618;41184;7491650;568.873345658166;549.7320349989656
1996;Nichtdeutsch;Vergewaltigung;11342;1340;7491650;151.39522001161293;17.88658039283736
1996;Nichtdeutsch;Verletzung der Unterhaltspflicht;1650;1684;7491650;22.024520632971374;22.478359239953818
1997;Deutsch;Andere Straftaten gegen die Person (ohne Verkehr);727241;203720;74638378;974.3526312964625;272.94269444065355
1997;Deutsch;Andere Vermögensdelikte;405098;398020;74638378;542.7475929340266;533.2645358397258
1997;Deutsch;Betrug;693602;190404;74638378;929.2833239221785;255.1020066379256
1997;Deutsch;Diebstahl und Unterschlagung;3505169;477688;74638378;4696.201999459313;640.003189779928
1997;Deutsch;Gefährliche und schwere Körperverletzung;114102;46692;74638378;152.8730970011165;62.55762953476829
1997;Deutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);63593;33228;74638378;85.20147637720638;44.518652321195944
1997;Deutsch;Körperverletzung;422035;67548;74638378;565.4396723358592;90.50035894402743
1997;Deutsch;Mord und Totschlag;8062;2056;74638378;10.801413717752549;2.7546150587570377
1997;Deutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;57125;25492;74638378;76.53569320598044;34.15401122462763
1997;Deutsch;Sexueller Missbrauch von Kindern;7758;7680;74638378;10.394116549531663;10.28961267084341
1997;Deutsch;Straftaten gegen den Staat,die öffentliche Ordnung;137171;60596;74638378;183.7807890198257;81.18611580760772
1997;Deutsch;Straftaten gegen die sexuelle Selbstbestimmung;34573;19104;74638378;46.320674331910055;25.595411518722983
1997;Deutsch;Straftaten im Straßenverkehr nach dem StGB;36977;680736;74638378;49.54153746481468;912.0455431118828
1997;Deutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;91231;243056;74638378;122.2306840590775;325.6448043391297
1997;Deutsch;Straftaten nach dem Aufenthaltsgesetz;13673;7924;74638378;18.31899401672421;10.616522240073332
1997;Deutsch;Straftaten nach dem Betäubungsmittelgesetz;517146;118264;74638378;692.8687544630191;158.44931678445639
1997;Deutsch;Straftaten nach dem StGB (ohne Verkehr);923405;1217848;74638378;1237.1718474375207;1631.6646109324615
1997;Deutsch;Straftaten nach dem Straßenverkehrsgesetz;0;141248;74638378;0.0;189.2431263712617
1997;Deutsch;Urkundenfälschung;35920;51044;74638378;48.125375929257196;68.38841004824623
1997;Deutsch;Vergewaltigung;38004;2536;74638378;50.91750520087668;3.397715850684751
1997;Deutsch;Verletzung der Unterhaltspflicht;16169;15584;74638378;21.66311813474832;20.87933904458642
1997;Nichtdeutsch;Andere Straftaten gegen die Person (ohne Verkehr);220179;73224;7419001;2967.771536895601;986.9792442405655
1997;Nichtdeutsch;Andere Vermögensdelikte;146115;140812;7419001;1969.470013550342;1897.9913872501163
1997;Nichtdeutsch;Betrug;212907;45344;7419001;2869.752949217826;611.1874091943107
1997;Nichtdeutsch;Diebstahl und Unterschlagung;1077561;203344;7419001;14524.340945634054;2740.8541931723694
1997;Nichtdeutsch;Gefährliche und schwere Körperverletzung;45836;23680;7419001;617.8190298127739;319.1804395227875
1997;Nichtdeutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);8265;4932;7419001;111.40313904796615;66.47795302898598
1997;Nichtdeutsch;Körperverletzung;111195;24268;7419001;1498.7866964837988;327.1060348960729
1997;Nichtdeutsch;Mord und Totschlag;3424;1160;7419001;46.151766255321974;15.635528287433848
1997;Nichtdeutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;27463;16060;7419001;370.17113220499635;216.4711933587824
1997;Nichtdeutsch;Sexueller Missbrauch von Kindern;1408;1148;7419001;18.978296404057637;15.473781443081084
1997;Nichtdeutsch;Straftaten gegen den Staat,die öffentliche Ordnung;30142;19132;7419001;406.28111520675094;257.87838551308994
1997;Nichtdeutsch;Straftaten gegen die sexuelle Selbstbestimmung;7469;5316;7419001;100.67393170589949;71.65385204827442
1997;Nichtdeutsch;Straftaten im Straßenverkehr nach dem StGB;188657;111232;7419001;2542.8895345882825;1499.2854159205533
1997;Nichtdeutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;24762;197520;7419001;333.7646133219284;2662.3530580464944
1997;Nichtdeutsch;Straftaten nach dem Aufenthaltsgesetz;253325;65312;7419001;3414.543278805327;880.3341581973099
1997;Nichtdeutsch;Straftaten nach dem Betäubungsmittelgesetz;178596;47064;7419001;2407.2782845021857;634.3711235515401
1997;Nichtdeutsch;Straftaten nach dem StGB (ohne Verkehr);157046;462820;7419001;2116.807909852014;6238.306208612184
1997;Nichtdeutsch;Straftaten nach dem Straßenverkehrsgesetz;0;67660;7419001;0.0;911.9826240756672
1997;Nichtdeutsch;Urkundenfälschung;41372;40936;7419001;557.6492037135457;551.772401702062
1997;Nichtdeutsch;Vergewaltigung;12570;1500;7419001;169.42981945952022;20.218355544095495
1997;Nichtdeutsch;Verletzung der Unterhaltspflicht;1845;1776;7419001;24.868577319237456;23.938532964209063
1998;Deutsch;Andere Straftaten gegen die Person (ohne Verkehr);758831;224992;74728534;1015.4501358209436;301.0791031977156
1998;Deutsch;Andere Vermögensdelikte;438017;443008;74728534;586.144243107994;592.8230841514969
1998;Deutsch;Betrug;761347;211212;74728534;1018.8169889697019;282.6390251413202
1998;Deutsch;Diebstahl und Unterschlagung;3495169;492540;74728534;4677.1545123580245;659.1056637080557
1998;Deutsch;Gefährliche und schwere Körperverletzung;124481;49712;74728534;166.57760207098403;66.52345140344919
1998;Deutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);61249;30876;74728534;81.96199861220347;41.31755080328486
1998;Deutsch;Körperverletzung;450596;74392;74728534;602.9771706748589;99.54965796599194
1998;Deutsch;Mord und Totschlag;7031;2216;74728534;9.408721974928612;2.9654000706075676
1998;Deutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;56132;27320;74728534;75.11454727587724;36.55899365027019
1998;Deutsch;Sexueller Missbrauch von Kindern;7668;7700;74728534;10.261140677535572;10.303962339204995
1998;Deutsch;Straftaten gegen den Staat,die öffentliche Ordnung;139534;67352;74728534;186.7211793556662;90.1288923987188
1998;Deutsch;Straftaten gegen die sexuelle Selbstbestimmung;33587;20632;74728534;44.94534845284132;27.609266361360707
1998;Deutsch;Straftaten im Straßenverkehr nach dem StGB;36736;644072;74728534;49.15926759649802;861.8822898359012
1998;Deutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;94452;249036;74728534;126.39348712501172;333.2542292345786
1998;Deutsch;Straftaten nach dem Aufenthaltsgesetz;13478;9080;74728534;18.03594862439025;12.150646498698878
1998;Deutsch;Straftaten nach dem Betäubungsmittelgesetz;575979;122688;74728534;770.7618083341498;164.17825084056915
1998;Deutsch;Straftaten nach dem StGB (ohne Verkehr);948431;1306720;74728534;1269.168481212277;1748.6225542709028
1998;Deutsch;Straftaten nach dem Straßenverkehrsgesetz;0;140744;74728534;0.0;188.34037343754127
1998;Deutsch;Urkundenfälschung;35972;49984;74728534;48.13690042414053;66.88743552763928
1998;Deutsch;Vergewaltigung;39766;0;74728534;53.21394368582153;0.0
1998;Deutsch;Verletzung der Unterhaltspflicht;15750;14956;74728534;21.076286602919307;20.01377412274674
1998;Nichtdeutsch;Andere Straftaten gegen die Person (ohne Verkehr);221036;78888;7308477;3024.378403325344;1079.4040947245232
1998;Nichtdeutsch;Andere Vermögensdelikte;153174;151660;7308477;2095.8402140418584;2075.1245437318885
1998;Nichtdeutsch;Betrug;232989;50576;7308477;3187.9282099403204;692.0183233798232
1998;Nichtdeutsch;Diebstahl und Unterschlagung;980739;195896;7308477;13419.198008011794;2680.39428734605
1998;Nichtdeutsch;Gefährliche und schwere Körperverletzung;46129;23840;7308477;631.1711728722687;326.1965523049467
1998;Nichtdeutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);7546;4544;7308477;103.24996575893992;62.17437641248649
1998;Nichtdeutsch;Körperverletzung;116693;27084;7308477;1596.6801291158197;370.5833650430863
1998;Nichtdeutsch;Mord und Totschlag;3132;1260;7308477;42.85434571388813;17.24025402282856
1998;Nichtdeutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;25031;16180;7308477;342.49269717890604;221.38675403917944
1998;Nichtdeutsch;Sexueller Missbrauch von Kindern;1299;1216;7308477;17.77388093305897;16.638213406158354
1998;Nichtdeutsch;Straftaten gegen den Staat,die öffentliche Ordnung;29491;19532;7308477;403.51772332320394;267.25130283641863
1998;Nichtdeutsch;Straftaten gegen die sexuelle Selbstbestimmung;7213;5844;7308477;98.69361291004951;79.96194008683341
1998;Nichtdeutsch;Straftaten im Straßenverkehr nach dem StGB;193156;103776;7308477;2642.903576217042;1419.9401598992513
1998;Nichtdeutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;23192;188208;7308477;317.33013595034913;2575.2013723242203
1998;Nichtdeutsch;Straftaten nach dem Aufenthaltsgesetz;272359;65512;7308477;3726.6177344472726;896.3837472567814
1998;Nichtdeutsch;Straftaten nach dem Betäubungsmittelgesetz;177262;46820;7308477;2425.4300861862193;640.6259471022485
1998;Nichtdeutsch;Straftaten nach dem StGB (ohne Verkehr);156049;472544;7308477;2135.178095244741;6465.697299177379
1998;Nichtdeutsch;Straftaten nach dem Straßenverkehrsgesetz;0;61096;7308477;0.0;835.9607617291537
1998;Nichtdeutsch;Urkundenfälschung;39250;37192;7308477;537.0475955523975;508.8885139817776
1998;Nichtdeutsch;Vergewaltigung;12886;0;7308477;176.31580423664192;0.0
1998;Nichtdeutsch;Verletzung der Unterhaltspflicht;1903;1732;7308477;26.03825667098631;23.69850791074529
1999;Deutsch;Andere Straftaten gegen die Person (ohne Verkehr);860360;236708;74827364;1149.7932761603095;316.3388195794255
1999;Deutsch;Andere Vermögensdelikte;437481;451648;74827364;584.653763828965;603.5866771947225
1999;Deutsch;Betrug;819802;218268;74827364;1095.5911797186923;291.6954284264243
1999;Deutsch;Diebstahl und Unterschlagung;3209645;465256;74827364;4289.40006492812;621.7725376507985
1999;Deutsch;Gefährliche und schwere Körperverletzung;133923;51860;74827364;178.9759692724175;69.30619659406952
1999;Deutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);60795;30924;74827364;81.2470154634874;41.327127332722824
1999;Deutsch;Körperverletzung;475463;81836;74827364;635.413269402354;109.36640772218034
1999;Deutsch;Mord und Totschlag;5570;1816;74827364;7.44380090684472;2.4269196493411154
1999;Deutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;54106;26308;74827364;72.30777232778105;35.15826108748131
1999;Deutsch;Sexueller Missbrauch von Kindern;13866;7908;74827364;18.530654106698186;10.568326314421553
1999;Deutsch;Straftaten gegen den Staat,die öffentliche Ordnung;132851;65048;74827364;177.54333828998708;86.9307650607604
1999;Deutsch;Straftaten gegen die sexuelle Selbstbestimmung;33241;21012;74827364;44.423588140830404;28.080636383235415
1999;Deutsch;Straftaten im Straßenverkehr nach dem StGB;35991;586080;74827364;48.09871426180401;783.2428789018948
1999;Deutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;92378;253012;74827364;123.45483665574535;338.12764004355415
1999;Deutsch;Straftaten nach dem Aufenthaltsgesetz;14568;9980;74827364;19.468813574670357;13.33736679538785
1999;Deutsch;Straftaten nach dem Betäubungsmittelgesetz;608663;133180;74827364;813.4230146073301;177.98301701500537
1999;Deutsch;Straftaten nach dem StGB (ohne Verkehr);961387;1296904;74827364;1284.8067185688915;1733.1948242891465
1999;Deutsch;Straftaten nach dem Straßenverkehrsgesetz;0;126484;74827364;0.0;169.03441901280925
1999;Deutsch;Urkundenfälschung;34526;47280;74827364;46.14087434644898;63.1854410907753
1999;Deutsch;Vergewaltigung;43157;0;74827364;57.67542472831196;0.0
1999;Deutsch;Verletzung der Unterhaltspflicht;15729;0;74827364;21.020385002470487;0.0
1999;Nichtdeutsch;Andere Straftaten gegen die Person (ohne Verkehr);248537;78840;7336111;3387.8576809974656;1074.683848158786
1999;Nichtdeutsch;Andere Vermögensdelikte;143033;148100;7336111;1949.7115024568193;2018.7807954378009
1999;Nichtdeutsch;Betrug;228791;50616;7336111;3118.695995739432;689.9568449823074
1999;Nichtdeutsch;Diebstahl und Unterschlagung;896891;178720;7336111;12225.701056049997;2436.1681550347316
1999;Nichtdeutsch;Gefährliche und schwere Körperverletzung;47724;21784;7336111;650.5354131092073;296.9420718961314
1999;Nichtdeutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);7792;4528;7336111;106.2143143690165;61.72207590643054
1999;Nichtdeutsch;Körperverletzung;122375;28412;7336111;1668.1181623342395;387.2896688722404
1999;Nichtdeutsch;Mord und Totschlag;2166;1080;7336111;29.52518030329694;14.721696550120358
1999;Nichtdeutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;23579;13996;7336111;321.41007681045176;190.78228232915234
1999;Nichtdeutsch;Sexueller Missbrauch von Kindern;2332;1208;7336111;31.787959587852473;16.466490215319805
1999;Nichtdeutsch;Straftaten gegen den Staat,die öffentliche Ordnung;29186;18472;7336111;397.84021806649326;251.79553580909558
1999;Nichtdeutsch;Straftaten gegen die sexuelle Selbstbestimmung;6276;5768;7336111;85.54941439681052;78.6247645380502
1999;Nichtdeutsch;Straftaten im Straßenverkehr nach dem StGB;184388;93112;7336111;2513.429799521845;1269.2283418285247
1999;Nichtdeutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;21813;183436;7336111;297.3373767109031;2500.452896636924
1999;Nichtdeutsch;Straftaten nach dem Aufenthaltsgesetz;263437;69988;7336111;3590.9625685870897;954.0204612498367
1999;Nichtdeutsch;Straftaten nach dem Betäubungsmittelgesetz;177815;46952;7336111;2423.831918573751;640.0121263159732
1999;Nichtdeutsch;Straftaten nach dem StGB (ohne Verkehr);155166;448424;7336111;2115.098858237014;6112.557457214047
1999;Nichtdeutsch;Straftaten nach dem Straßenverkehrsgesetz;0;51192;7336111;0.0;697.8084164757049
1999;Nichtdeutsch;Urkundenfälschung;35866;35236;7336111;488.8966374690895;480.308981148186
1999;Nichtdeutsch;Vergewaltigung;13937;0;7336111;189.97804149909945;0.0
1999;Nichtdeutsch;Verletzung der Unterhaltspflicht;1887;0;7336111;25.72207536118251;0.0
2000;Deutsch;Andere Straftaten gegen die Person (ohne Verkehr);926478;242648;74991972;1235.436241095247;323.56530109649606
2000;Deutsch;Andere Vermögensdelikte;460001;435076;74991972;613.4003250374586;580.1634340273116
2000;Deutsch;Betrug;868263;212112;74991972;1157.8079317610157;282.8462758653686
2000;Deutsch;Diebstahl und Unterschlagung;3043867;437408;74991972;4058.9238005369425;583.2731002193142
2000;Deutsch;Gefährliche und schwere Körperverletzung;139314;56656;74991972;185.7718850225728;75.54942014326548
2000;Deutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);61430;29116;74991972;81.9154348948178;38.825489213698766
2000;Deutsch;Körperverletzung;494442;85120;74991972;659.3265743165149;113.50548296022939
2000;Deutsch;Mord und Totschlag;5608;1844;74991972;7.4781337927745115;2.458929870520007
2000;Deutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;51925;25416;74991972;69.24074486266343;33.89162775983541
2000;Deutsch;Sexueller Missbrauch von Kindern;14457;7888;74991972;19.2780635239196;10.51845922920923
2000;Deutsch;Straftaten gegen den Staat,die öffentliche Ordnung;142865;61532;74991972;190.50705854221303;82.0514494538162
2000;Deutsch;Straftaten gegen die sexuelle Selbstbestimmung;40340;21112;74991972;53.79242460779669;28.15234676053058
2000;Deutsch;Straftaten im Straßenverkehr nach dem StGB;36936;564628;74991972;49.2532720702424;752.9179256680968
2000;Deutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;93300;255272;74991972;124.41331720147325;340.39910298665035
2000;Deutsch;Straftaten nach dem Aufenthaltsgesetz;15106;10492;74991972;20.143489492448605;13.99083091187414
2000;Deutsch;Straftaten nach dem Betäubungsmittelgesetz;673635;136140;74991972;898.2761514792544;181.53943198079924
2000;Deutsch;Straftaten nach dem StGB (ohne Verkehr);996850;1252308;74991972;1329.2756189955905;1669.922748531003
2000;Deutsch;Straftaten nach dem Straßenverkehrsgesetz;0;131352;74991972;0.0;175.1547485642863
2000;Deutsch;Urkundenfälschung;34775;44436;74991972;46.37163028597248;59.254342584830276
2000;Deutsch;Vergewaltigung;44039;0;74991972;58.724952585591424;0.0
2000;Deutsch;Verletzung der Unterhaltspflicht;16470;13476;74991972;21.962350850034987;17.969923500611507
