jahr;nationalitaet;straftat_bezeichnung;tatverdaechtige;verurteilte;bevoelkerung_gesamt;tatverdaechtige_pro_100k;verurteilte_pro_100k
2004;Nichtdeutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;28713;143824;7287980;393.9774807285421;1973.441200442372
2004;Nichtdeutsch;Straftaten nach dem Aufenthaltsgesetz;636178;51740;7287980;8729.140310483837;709.9360865424987
2004;Nichtdeutsch;Straftaten nach dem Betäubungsmittelgesetz;197100;46764;7287980;2704.4530857658774;641.659280074863
2004;Nichtdeutsch;Straftaten nach dem StGB (ohne Verkehr);167349;442136;7287980;2296.232975392358;6066.646725155667
2004;Nichtdeutsch;Straftaten nach dem Straßenverkehrsgesetz;0;44868;7287980;0.0;615.6438409545581
2004;Nichtdeutsch;Urkundenfälschung;29176;30552;7287980;400.3304070538064;419.21081012845804
2004;Nichtdeutsch;Vergewaltigung;17284;1116;7287980;237.15762117898237;15.31288505182506
2004;Nichtdeutsch;Verletzung der Unterhaltspflicht;2582;2376;7287980;35.42819821130135;32.60162623936948
2005;Deutsch;Andere Straftaten gegen die Person (ohne Verkehr);1098781;316184;75148846;1462.1395516838675;420.74365320260534
2005;Deutsch;Andere Vermögensdelikte;558506;613256;75148846;743.1997026275027;816.055112809051
2005;Deutsch;Betrug;1116810;315208;75148846;1486.1306053854773;419.44489739735985
2005;Deutsch;Diebstahl und Unterschlagung;2580724;424256;75148846;3434.1498737053125;564.5542447850762
2005;Deutsch;Gefährliche und schwere Körperverletzung;177487;73772;75148846;236.1806061532868;98.16784145960139
2005;Deutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);43127;23192;75148846;57.38877214428549;30.86141868366149
2005;Deutsch;Körperverletzung;613702;122128;75148846;816.6486016298905;162.5148042858835
2005;Deutsch;Mord und Totschlag;5236;1640;75148846;6.967505528960484;2.182335574387929
2005;Deutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;49770;26332;75148846;66.22856191298;35.03979289316033
2005;Deutsch;Sexueller Missbrauch von Kindern;14668;8284;75148846;19.51859646653789;11.023456035505854
2005;Deutsch;Straftaten gegen den Staat,die öffentliche Ordnung;236657;70492;75148846;314.91767684629514;93.80317031082554
2005;Deutsch;Straftaten gegen die sexuelle Selbstbestimmung;57040;25864;75148846;75.9026958311509;34.417028839005724
2005;Deutsch;Straftaten im Straßenverkehr nach dem StGB;41593;488100;75148846;55.34748996677873;649.5109718650903
2005;Deutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;137850;277220;75148846;183.43595056669267;368.8945536169644
2005;Deutsch;Straftaten nach dem Aufenthaltsgesetz;1798819;4252;75148846;2393.6748143810487;5.658104184327728
2005;Deutsch;Straftaten nach dem Betäubungsmittelgesetz;747519;157556;75148846;994.7178696529818;209.6585754623564
2005;Deutsch;Straftaten nach dem StGB (ohne Verkehr);1055429;1499576;75148846;1404.4513737443153;1995.474421523386
2005;Deutsch;Straftaten nach dem Straßenverkehrsgesetz;0;137180;75148846;0.0;182.5443866430098
2005;Deutsch;Urkundenfälschung;35079;47492;75148846;46.679359520703755;63.19724457245824
2005;Deutsch;Vergewaltigung;57380;2136;75148846;76.35513125510936;2.8423590163979364
2005;Deutsch;Verletzung der Unterhaltspflicht;18279;13672;75148846;24.323726807461554;18.193226812824246
2005;Nichtdeutsch;Andere Straftaten gegen die Person (ohne Verkehr);297382;97012;7289149;4079.7903843096087;1330.9098222577147
2005;Nichtdeutsch;Andere Vermögensdelikte;148232;162856;7289149;2033.5981607729516;2234.2251475446587
2005;Nichtdeutsch;Betrug;263677;65556;7289149;3617.3907269559177;899.36424677284
2005;Nichtdeutsch;Diebstahl und Unterschlagung;716403;152172;7289149;9828.348960900648;2087.6511098895085
2005;Nichtdeutsch;Gefährliche und schwere Körperverletzung;56867;25972;7289149;780.1596592414286;356.3104554454848
2005;Nichtdeutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);5485;3808;7289149;75.24883906200847;52.24203813092585
2005;Nichtdeutsch;Körperverletzung;158701;39356;7289149;2177.2226085651428;539.9258541703565
2005;Nichtdeutsch;Mord und Totschlag;1672;740;7289149;22.93820581799055;10.152076737627397
2005;Nichtdeutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;20537;13040;7289149;281.7475675143971;178.89605494413684
2005;Nichtdeutsch;Sexueller Missbrauch von Kindern;2274;1040;7289149;31.197057434276623;14.267783523152017
2005;Nichtdeutsch;Straftaten gegen den Staat,die öffentliche Ordnung;47120;18728;7289149;646.4403457797337;256.9298555976836
2005;Nichtdeutsch;Straftaten gegen die sexuelle Selbstbestimmung;9215;5664;7289149;126.42079342869792;77.70454411070483
2005;Nichtdeutsch;Straftaten im Straßenverkehr nach dem StGB;96387;87848;7289149;1322.3354331212051;1205.1886989825562
2005;Nichtdeutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;28382;135352;7289149;389.3732999558659;1856.8971494477612
2005;Nichtdeutsch;Straftaten nach dem Aufenthaltsgesetz;619966;41744;7289149;8505.327576648522;572.6868801831325
2005;Nichtdeutsch;Straftaten nach dem Betäubungsmittelgesetz;195833;48332;7289149;2686.6373564321434;663.0678011932531
2005;Nichtdeutsch;Straftaten nach dem StGB (ohne Verkehr);168141;453280;7289149;2306.730182082984;6218.558572475333
2005;Nichtdeutsch;Straftaten nach dem Straßenverkehrsgesetz;0;44080;7289149;0.0;604.7345170197509
2005;Nichtdeutsch;Urkundenfälschung;26652;30504;7289149;365.6393908260073;418.4850659521434
2005;Nichtdeutsch;Vergewaltigung;16102;1212;7289149;220.9037022017248;16.627455413519467
2005;Nichtdeutsch;Verletzung der Unterhaltspflicht;2529;2096;7289149;34.69540820197255;28.75507140819868
2006;Deutsch;Andere Straftaten gegen die Person (ohne Verkehr);1122811;323012;75058957;1495.9054120616145;430.34437582179567
2006;Deutsch;Andere Vermögensdelikte;551353;597484;75058957;734.5599006924649;796.0195876422849
2006;Deutsch;Betrug;1117259;302480;75058957;1488.5085600110324;402.98987900937664
2006;Deutsch;Diebstahl und Unterschlagung;2493770;399732;75058957;3322.414938432997;532.5573602095217
2006;Deutsch;Gefährliche und schwere Körperverletzung;181675;80128;75058957;242.0430648936409;106.75341518534557
2006;Deutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);40977;21044;75058957;54.59308474003975;28.03662726088773
2006;Deutsch;Körperverletzung;631125;125456;75058957;840.8390220503596;167.1432764513368
2006;Deutsch;Mord und Totschlag;5221;1568;75058957;6.955865373935319;2.0890244984352764
2006;Deutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;48561;26808;75058957;64.6971420079818;35.71592395028884
2006;Deutsch;Sexueller Missbrauch von Kindern;13994;7536;75058957;18.644010734121977;10.040107538398114
2006;Deutsch;Straftaten gegen den Staat,die öffentliche Ordnung;249132;71484;75058957;331.91508376541924;95.23713472330824
2006;Deutsch;Straftaten gegen die sexuelle Selbstbestimmung;55595;24680;75058957;74.06844195823291;32.88081927384096
2006;Deutsch;Straftaten im Straßenverkehr nach dem StGB;42035;452988;75058957;56.0026433620707;603.5095851385198
2006;Deutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;132993;276368;75058957;177.18471627576707;368.20122613747486
2006;Deutsch;Straftaten nach dem Aufenthaltsgesetz;1784681;3604;75058957;2377.705568170898;4.80155885992394
2006;Deutsch;Straftaten nach dem Betäubungsmittelgesetz;701402;161568;75058957;934.4680875328443;215.25478964489207
2006;Deutsch;Straftaten nach dem StGB (ohne Verkehr);1080298;1464244;75058957;1439.2659359761687;1950.791828881928
2006;Deutsch;Straftaten nach dem Straßenverkehrsgesetz;0;127208;75058957;0.0;169.47744157969046
2006;Deutsch;Urkundenfälschung;34129;44836;75058957;45.4695899917714;59.73437653816586
2006;Deutsch;Vergewaltigung;56934;2108;75058957;75.85237295530233;2.8084589558045683
2006;Deutsch;Verletzung der Unterhaltspflicht;16412;11368;75058957;21.865478359897807;15.145427613655755
2006;Nichtdeutsch;Andere Straftaten gegen die Person (ohne Verkehr);298541;97548;7255949;4114.43079327046;1344.3865164983931
2006;Nichtdeutsch;Andere Vermögensdelikte;137755;153844;7255949;1898.5111389288982;2120.2464350286914
2006;Nichtdeutsch;Betrug;255413;63312;7255949;3520.0495483085674;872.5529906563567
2006;Nichtdeutsch;Diebstahl und Unterschlagung;649619;139924;7255949;8952.915738520212;1928.4038517911304
2006;Nichtdeutsch;Gefährliche und schwere Körperverletzung;56405;27816;7255949;777.362134160535;383.35440340057517
2006;Nichtdeutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);5211;3448;7255949;71.81693256113019;47.51962837666031
2006;Nichtdeutsch;Körperverletzung;159793;38852;7255949;2202.234332132158;535.4502905133429
2006;Nichtdeutsch;Mord und Totschlag;1720;696;7255949;23.704687009238903;9.592129161878066
2006;Nichtdeutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;19346;12232;7255949;266.6226016748464;168.57891366105247
2006;Nichtdeutsch;Sexueller Missbrauch von Kindern;2058;1060;7255949;28.362933642449804;14.608702459182114
2006;Nichtdeutsch;Straftaten gegen den Staat,die öffentliche Ordnung;45810;17560;7255949;631.3440185425779;242.00831621060183
2006;Nichtdeutsch;Straftaten gegen die sexuelle Selbstbestimmung;8508;5260;7255949;117.2555099270957;72.49224050499804
2006;Nichtdeutsch;Straftaten im Straßenverkehr nach dem StGB;99618;83772;7255949;1372.9148316781168;1154.528511708117
2006;Nichtdeutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;28181;130180;7255949;388.384758492652;1794.1140435248374
2006;Nichtdeutsch;Straftaten nach dem Aufenthaltsgesetz;600480;41084;7255949;8275.692125178939;566.2112564462622
2006;Nichtdeutsch;Straftaten nach dem Betäubungsmittelgesetz;176123;47092;7255949;2427.2910407721993;649.0122794413246
2006;Nichtdeutsch;Straftaten nach dem StGB (ohne Verkehr);169416;429816;7255949;2334.8565432309406;5923.635902071528
2006;Nichtdeutsch;Straftaten nach dem Straßenverkehrsgesetz;0;40972;7255949;0.0;564.6676954317071
2006;Nichtdeutsch;Urkundenfälschung;22610;26824;7255949;311.60637981330905;369.6828629859444
2006;Nichtdeutsch;Vergewaltigung;15798;1232;7255949;217.72479382090475;16.979171160106002
2006;Nichtdeutsch;Verletzung der Unterhaltspflicht;2274;1656;7255949;31.339801313377478;22.82265214377885
2007;Deutsch;Andere Straftaten gegen die Person (ohne Verkehr);1186379;409372;74962442;1582.6312061712183;546.1028070563656
2007;Deutsch;Andere Vermögensdelikte;554177;751816;74962442;739.2728748084273;1002.9235707129177
2007;Deutsch;Betrug;1109222;373288;74962442;1479.7036628022336;497.96670177847193
2007;Deutsch;Diebstahl und Unterschlagung;2423866;487696;74962442;3233.440554137764;650.5871300190568
2007;Deutsch;Gefährliche und schwere Körperverletzung;193755;103572;74962442;258.4694346003296;138.16518944246772
2007;Deutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);59172;22808;74962442;78.93552880787955;30.425903147605567
2007;Deutsch;Körperverletzung;644747;160248;74962442;860.0933784947935;213.77105084170017
2007;Deutsch;Mord und Totschlag;5277;1892;74962442;7.039525206502744;2.523930583798217
2007;Deutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;50001;32584;74962442;66.70140228355955;43.46710049814012
2007;Deutsch;Sexueller Missbrauch von Kindern;13917;8888;74962442;18.56529700566585;11.856604137842789
2007;Deutsch;Straftaten gegen den Staat,die öffentliche Ordnung;252925;87468;74962442;337.40229540547784;116.68243145013872
2007;Deutsch;Straftaten gegen die sexuelle Selbstbestimmung;68595;29872;74962442;91.50582367634182;39.849288794513924
2007;Deutsch;Straftaten im Straßenverkehr nach dem StGB;42581;560868;74962442;56.80311215048197;748.1986779459506
2007;Deutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;150851;319836;74962442;201.23544000874463;426.6616607820754
2007;Deutsch;Straftaten nach dem Aufenthaltsgesetz;1808175;3584;74962442;2412.107919323119;4.781060894467659
2007;Deutsch;Straftaten nach dem Betäubungsmittelgesetz;686385;180760;74962442;915.6385273574732;241.1340868537874
2007;Deutsch;Straftaten nach dem StGB (ohne Verkehr);1117307;1821616;74962442;1490.4890638434645;2430.0382316787386
2007;Deutsch;Straftaten nach dem Straßenverkehrsgesetz;0;152700;74962442;0.0;203.7020085338202
2007;Deutsch;Urkundenfälschung;36296;51448;74962442;48.4189135674102;68.63170225964623
2007;Deutsch;Vergewaltigung;58881;2544;74962442;78.54733441047719;3.3936994741980255
2007;Deutsch;Verletzung der Unterhaltspflicht;14911;11368;74962442;19.891294363115865;15.164927524639605
2007;Nichtdeutsch;Andere Straftaten gegen die Person (ohne Verkehr);302169;104184;7255395;4164.7491280626355;1435.9521431982685
2007;Nichtdeutsch;Andere Vermögensdelikte;137362;167064;7255395;1893.2394445788273;2302.617569408695
2007;Nichtdeutsch;Betrug;253849;69620;7255395;3498.7619557584394;959.5618157247126
2007;Nichtdeutsch;Diebstahl und Unterschlagung;619808;142664;7255395;8542.718900900642;1966.3160999504505
2007;Nichtdeutsch;Gefährliche und schwere Körperverletzung;56713;29660;7255395;781.6666080895665;408.79924525129235
2007;Nichtdeutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);8723;3304;7255395;120.22777533132242;45.538526847952454
2007;Nichtdeutsch;Körperverletzung;159835;40992;7255395;2202.9813676581357;564.9864686898508
2007;Nichtdeutsch;Mord und Totschlag;1775;896;7255395;24.464553618376392;12.349431009614223
2007;Nichtdeutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;18934;12628;7255395;260.96442716075416;174.0497932917505
2007;Nichtdeutsch;Sexueller Missbrauch von Kindern;1915;1048;7255395;26.394152213628615;14.44442377017378
2007;Nichtdeutsch;Straftaten gegen den Staat,die öffentliche Ordnung;45369;17532;7255395;625.3139904857006;241.64087551401406
2007;Nichtdeutsch;Straftaten gegen die sexuelle Selbstbestimmung;9082;5456;7255395;125.17581744343347;75.19921382640091
2007;Nichtdeutsch;Straftaten im Straßenverkehr nach dem StGB;88572;86692;7255395;1220.7743341334276;1194.862581568612
2007;Nichtdeutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;29991;148856;7255395;413.3613676443529;2051.659489249035
2007;Nichtdeutsch;Straftaten nach dem Aufenthaltsgesetz;576601;47284;7255395;7947.203425864477;651.7081426993292
2007;Nichtdeutsch;Straftaten nach dem Betäubungsmittelgesetz;172632;47704;7255395;2379.360462111298;657.4969384850859
2007;Nichtdeutsch;Straftaten nach dem StGB (ohne Verkehr);170878;452832;7255395;2355.1853482822094;6241.314222037532
2007;Nichtdeutsch;Straftaten nach dem Straßenverkehrsgesetz;0;47124;7255395;0.0;649.5028871618982
2007;Nichtdeutsch;Urkundenfälschung;21382;29736;7255395;294.7048368834502;409.8467416315721
2007;Nichtdeutsch;Vergewaltigung;15310;1088;7255395;211.01538923793947;14.995737654531558
2007;Nichtdeutsch;Verletzung der Unterhaltspflicht;2119;1608;7255395;29.205853023853287;22.162818151182673
2008;Deutsch;Andere Straftaten gegen die Person (ohne Verkehr);1223776;413512;74816435;1635.7047752943588;552.7020901223107
2008;Deutsch;Andere Vermögensdelikte;542704;724656;74816435;725.3807268416358;968.578628479157
2008;Deutsch;Betrug;1101326;355260;74816435;1472.0375275833446;474.84219209322123
2008;Deutsch;Diebstahl und Unterschlagung;2342559;474440;74816435;3131.075411438677;634.1387423765914
2008;Deutsch;Gefährliche und schwere Körperverletzung;201330;106888;74816435;269.09862786164564;142.86700509052588
2008;Deutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);78446;21016;74816435;104.851293703048;28.09008475210026
2008;Deutsch;Körperverletzung;649480;161112;74816435;868.0980322037532;215.34305931577734
2008;Deutsch;Mord und Totschlag;5269;1780;74816435;7.042570258794074;2.3791563979224617
2008;Deutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;48165;31740;74816435;64.37756623928954;42.42383374722412
2008;Deutsch;Sexueller Missbrauch von Kindern;13658;8940;74816435;18.255347237542125;11.949246178329668
2008;Deutsch;Straftaten gegen den Staat,die öffentliche Ordnung;255257;87316;74816435;341.17771048567073;116.70697755112229
2008;Deutsch;Straftaten gegen die sexuelle Selbstbestimmung;77785;31624;74816435;103.96779798449364;42.26878759994378
2008;Deutsch;Straftaten im Straßenverkehr nach dem StGB;41357;537848;74816435;55.27796131959508;718.8901743313485
2008;Deutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;133473;327332;74816435;178.40064151680042;437.51349553076136
2008;Deutsch;Straftaten nach dem Aufenthaltsgesetz;1787165;2916;74816435;2388.733170726459;3.8975393574954484
2008;Deutsch;Straftaten nach dem Betäubungsmittelgesetz;673615;195232;74816435;900.3569870710893;260.9480122916843
2008;Deutsch;Straftaten nach dem StGB (ohne Verkehr);1108627;1784304;74816435;1481.7960786289805;2384.9091446284497
2008;Deutsch;Straftaten nach dem Straßenverkehrsgesetz;0;154712;74816435;0.0;206.78878912099995
2008;Deutsch;Urkundenfälschung;37595;49560;74816435;50.2496543707275;66.24212982080742
2008;Deutsch;Vergewaltigung;61832;2336;74816435;82.64494291929307;3.122308621093748
2008;Deutsch;Verletzung der Unterhaltspflicht;14105;10028;74816435;18.85280954645861;13.403472111441824
2008;Nichtdeutsch;Andere Straftaten gegen die Person (ohne Verkehr);306698;103168;7185921;4268.040241466612;1435.6962733099904
2008;Nichtdeutsch;Andere Vermögensdelikte;136041;158372;7185921;1893.160250439714;2203.920694368892
2008;Nichtdeutsch;Betrug;258928;66948;7185921;3603.268112744351;931.6551072576501
2008;Nichtdeutsch;Diebstahl und Unterschlagung;596694;134744;7185921;8303.653769642055;1875.1110678784248
2008;Nichtdeutsch;Gefährliche und schwere Körperverletzung;57792;29028;7185921;804.2392895774947;403.9565700764035
2008;Nichtdeutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);10979;3232;7185921;152.78486919074118;44.9768373462497
2008;Nichtdeutsch;Körperverletzung;159653;40856;7185921;2221.7472193195554;568.5562087309338
2008;Nichtdeutsch;Mord und Totschlag;1645;812;7185921;22.89198559238266;11.299873739218674
2008;Nichtdeutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;17474;11620;7185921;243.16994300382652;161.70508971640515
2008;Nichtdeutsch;Sexueller Missbrauch von Kindern;1814;948;7185921;25.243806604609205;13.192463429531163
2008;Nichtdeutsch;Straftaten gegen den Staat,die öffentliche Ordnung;44589;17024;7185921;620.5050125098786;236.9076977049984
2008;Nichtdeutsch;Straftaten gegen die sexuelle Selbstbestimmung;9325;4852;7185921;129.76763869238195;67.52092042203081
2008;Nichtdeutsch;Straftaten im Straßenverkehr nach dem StGB;77247;82396;7185921;1074.9770279968288;1146.631030316086
2008;Nichtdeutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;27977;134348;7185921;389.33074827847395;1869.6002920154563
2008;Nichtdeutsch;Straftaten nach dem Aufenthaltsgesetz;546601;34620;7185921;7606.554539077176;481.7754049898405
2008;Nichtdeutsch;Straftaten nach dem Betäubungsmittelgesetz;164297;49792;7185921;2286.3735908034614;692.9104842649954
2008;Nichtdeutsch;Straftaten nach dem StGB (ohne Verkehr);167393;433012;7185921;2329.4578384593983;6025.838580746991
2008;Nichtdeutsch;Straftaten nach dem Straßenverkehrsgesetz;0;44812;7185921;0.0;623.6083029579646
2008;Nichtdeutsch;Urkundenfälschung;20261;25600;7185921;281.95411555456843;356.25217699999763
2008;Nichtdeutsch;Vergewaltigung;14570;1012;7185921;202.7575866753893;14.083093872031156
2008;Nichtdeutsch;Verletzung der Unterhaltspflicht;2111;1420;7185921;29.37688850183574;19.76086294296862
2009;Deutsch;Andere Straftaten gegen die Person (ohne Verkehr);1236926;411260;74671338;1656.4936870422757;550.760185923011
2009;Deutsch;Andere Vermögensdelikte;542752;716968;74671338;726.854526163707;960.1649296815867
2009;Deutsch;Betrug;1117954;338856;74671338;1497.166154971001;453.7966093496276
2009;Deutsch;Diebstahl und Unterschlagung;2221948;460856;74671338;2975.6370509927115;617.1792448663502
2009;Deutsch;Gefährliche und schwere Körperverletzung;195704;102740;74671338;262.0871745997106;137.5896063359679
2009;Deutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);82482;19468;74671338;110.46005362860916;26.071583182291445
2009;Deutsch;Körperverletzung;649954;163428;74671338;870.4196515134095;218.86309309202414
2009;Deutsch;Mord und Totschlag;5313;1696;74671338;7.115179856560225;2.2712864740685372
2009;Deutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;48149;31436;74671338;64.48123374995637;42.09915188609584
2009;Deutsch;Sexueller Missbrauch von Kindern;12984;8104;74671338;17.388197865156773;10.852892444487871
2009;Deutsch;Straftaten gegen den Staat,die öffentliche Ordnung;251657;86228;74671338;337.0195402150153;115.4767040601308
2009;Deutsch;Straftaten gegen die sexuelle Selbstbestimmung;62387;28004;74671338;83.54879083591618;37.50301086074017
2009;Deutsch;Straftaten im Straßenverkehr nach dem StGB;41932;489100;74671338;56.15541534825585;655.0036641904019
2009;Deutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;121868;314348;74671338;163.20586086190127;420.9754484377928
2009;Deutsch;Straftaten nach dem Aufenthaltsgesetz;1727088;1836;74671338;2312.9195836828317;2.458774744333629
2009;Deutsch;Straftaten nach dem Betäubungsmittelgesetz;650659;190396;74671338;871.3637888743872;254.97869075280263
2009;Deutsch;Straftaten nach dem StGB (ohne Verkehr);1092750;1754220;74671338;1463.4129095155627;2349.254810460206
2009;Deutsch;Straftaten nach dem Straßenverkehrsgesetz;0;143152;74671338;0.0;191.70943474991702
2009;Deutsch;Urkundenfälschung;37769;48704;74671338;50.5803177117303;65.22449082136443
2009;Deutsch;Vergewaltigung;53987;1884;74671338;72.29949462001069;2.523056436995946
2009;Deutsch;Verletzung der Unterhaltspflicht;12793;9308;74671338;17.13241029643797;12.46529156876766
2009;Nichtdeutsch;Andere Straftaten gegen die Person (ohne Verkehr);309605;102544;7130919;4341.726501170466;1438.0194193763807
2009;Nichtdeutsch;Andere Vermögensdelikte;141014;160544;7130919;1977.5010766494472;2251.3788194761432
2009;Nichtdeutsch;Betrug;273799;67616;7130919;3839.603282550257;948.2087792611303
2009;Nichtdeutsch;Diebstahl und Unterschlagung;602600;135884;7130919;8450.52369827788;1905.5608400544165
2009;Nichtdeutsch;Gefährliche und schwere Körperverletzung;56331;28800;7130919;789.9542821899955;403.87501246333045
2009;Nichtdeutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);11698;3248;7130919;164.04617693736247;45.548126405586714
2009;Nichtdeutsch;Körperverletzung;159436;40836;7130919;2235.8408502466514;572.661111421964
2009;Nichtdeutsch;Mord und Totschlag;1690;712;7130919;23.699610106355156;9.984687808121226
2009;Nichtdeutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;17747;10752;7130919;248.8739529925946;150.78000465297671
2009;Nichtdeutsch;Sexueller Missbrauch von Kindern;1852;864;7130919;25.971407051461387;12.116250373899915
2009;Nichtdeutsch;Straftaten gegen den Staat,die öffentliche Ordnung;44424;17300;7130919;622.9772067246872;242.60547623665335
2009;Nichtdeutsch;Straftaten gegen die sexuelle Selbstbestimmung;8972;4520;7130919;125.81828513267364;63.38593945605048
2009;Nichtdeutsch;Straftaten im Straßenverkehr nach dem StGB;73183;78164;7130919;1026.2772582327748;1096.128002575825
2009;Nichtdeutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;26755;121128;7130919;375.1970818908474;1698.6309899186906
2009;Nichtdeutsch;Straftaten nach dem Aufenthaltsgesetz;536870;29832;7130919;7528.763122957924;418.3472004099332
2009;Nichtdeutsch;Straftaten nach dem Betäubungsmittelgesetz;162877;47332;7130919;2284.0955001732596;663.7573642331374
2009;Nichtdeutsch;Straftaten nach dem StGB (ohne Verkehr);169055;434792;7130919;2370.732299721817;6097.278625658208
2009;Nichtdeutsch;Straftaten nach dem Straßenverkehrsgesetz;0;43176;7130919;0.0;605.4759561846096
2009;Nichtdeutsch;Urkundenfälschung;19833;22252;7130919;278.12684452032056;312.04954087965376
2009;Nichtdeutsch;Vergewaltigung;13827;924;7130919;193.9020762961969;12.957656649865188
2009;Nichtdeutsch;Verletzung der Unterhaltspflicht;2062;1296;7130919;28.916329017339837;18.17437556084987
2010;Deutsch;Andere Straftaten gegen die Person (ohne Verkehr);1205698;393372;74552656;1617.2435224842964;527.6431734370403
2010;Deutsch;Andere Vermögensdelikte;554393;716412;74552656;743.6260889216342;960.9476555738001
2010;Deutsch;Betrug;1123349;333288;74552656;1506.7860224859057;447.05047128032567
2010;Deutsch;Diebstahl und Unterschlagung;2106945;433296;74552656;2826.116617495157;581.1945854752646
2010;Deutsch;Gefährliche und schwere Körperverletzung;185549;93968;74552656;248.88315179542363;126.04245783007383
2010;Deutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);80332;17940;74552656;107.75202965270614;24.063529004251706
2010;Deutsch;Körperverletzung;644156;156044;74552656;864.0282379745129;209.3070969865916
2010;Deutsch;Mord und Totschlag;5062;1748;74552656;6.789831873997889;2.3446515440040128
2010;Deutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;44844;30288;74552656;60.15077450761781;40.626319201826966
2010;Deutsch;Sexueller Missbrauch von Kindern;13854;7924;74552656;18.582838953450565;10.628729310462123
2010;Deutsch;Straftaten gegen den Staat,die öffentliche Ordnung;241543;82604;74552656;323.9897985659961;110.79954012637725
2010;Deutsch;Straftaten gegen die sexuelle Selbstbestimmung;56456;26092;74552656;75.72634300245454;34.998082429149136
2010;Deutsch;Straftaten im Straßenverkehr nach dem StGB;41124;447256;74552656;55.161012640515445;599.9196058152509
2010;Deutsch;Straftaten nach anderen Bundes- u. Landesgesetzen;111436;294216;74552656;149.47287726409104;394.64187566972794
2010;Deutsch;Straftaten nach dem Aufenthaltsgesetz;1683101;1256;74552656;2257.600319430605;1.6847152970646677
2010;Deutsch;Straftaten nach dem Betäubungsmittelgesetz;639204;176244;74552656;857.3859528223917;236.4020404584915
2010;Deutsch;Straftaten nach dem StGB (ohne Verkehr);1045471;1700004;74552656;1402.325626064885;2280.27288524771
2010;Deutsch;Straftaten nach dem Straßenverkehrsgesetz;0;132920;74552656;0.0;178.2900933804424
2010;Deutsch;Urkundenfälschung;39462;47152;74552656;52.9317158063423;63.24657299935766
2010;Deutsch;Vergewaltigung;53124;1896;74552656;71.2570186634263;2.5431689516199127
2010;Deutsch;Verletzung der Unterhaltspflicht;11765;8180;74552656;15.780792571628837;10.972110772284223
2010;Nichtdeutsch;Andere Straftaten gegen die Person (ohne Verkehr);306851;98356;7198946;4262.443418800474;1366.2555601889499
2010;Nichtdeutsch;Andere Vermögensdelikte;150439;166412;7198946;2089.7364697554335;2311.616172700837
2010;Nichtdeutsch;Betrug;289331;69484;7198946;4019.074458955519;965.1968496499348
2010;Nichtdeutsch;Diebstahl und Unterschlagung;639360;145096;7198946;8881.30012365699;2015.5172715561418
2010;Nichtdeutsch;Gefährliche und schwere Körperverletzung;55258;25540;7198946;767.5845880771991;354.7741572169037
2010;Nichtdeutsch;Gemeingefährliche einschl. Umweltstraftaten (o.V.);12055;2796;7198946;167.4550691170624;38.839018934160634
2010;Nichtdeutsch;Körperverletzung;160632;40588;7198946;2231.326641427787;563.8047569741459
2010;Nichtdeutsch;Mord und Totschlag;1681;720;7198946;23.350640496539356;10.001464103217332
2010;Nichtdeutsch;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;18357;11340;7198946;254.99566186494522;157.52305962567297
2010;Nichtdeutsch;Sexueller Missbrauch von Kindern;1907;816;7198946;26.48998895116035;11.334992650312977
