jahr;straftat_bezeichnung;nationalitaet;verurteilte
1989;Straftaten nach dem Aufenthaltsgesetz;Gesamt;38064
1989;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;18516
1989;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;74164
1989;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;92680
1989;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;243764
1989;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1180908
1989;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1424672
1989;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;23876
1989;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;110316
1989;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;134192
1989;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;341692
1989;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1405636
1989;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;1747328
1989;Urkundenfälschung;Nichtdeutsch;14464
1989;Urkundenfälschung;Deutsch;47264
1989;Urkundenfälschung;Gesamt;61728
1989;Vergewaltigung;Nichtdeutsch;860
1989;Vergewaltigung;Deutsch;3208
1989;Vergewaltigung;Gesamt;4068
1989;Verletzung der Unterhaltspflicht;Nichtdeutsch;1300
1989;Verletzung der Unterhaltspflicht;Deutsch;14780
1989;Verletzung der Unterhaltspflicht;Gesamt;16080
1990;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;33604
1990;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;185368
1990;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;218972
1990;Andere Vermögensdelikte;Nichtdeutsch;66272
1990;Andere Vermögensdelikte;Deutsch;347908
1990;Andere Vermögensdelikte;Gesamt;414180
1990;Betrug;Nichtdeutsch;21568
1990;Betrug;Deutsch;176948
1990;Betrug;Gesamt;198516
1990;Diebstahl;Nichtdeutsch;124400
1990;Diebstahl;Deutsch;364044
1990;Diebstahl;Gesamt;488444
1990;Diebstahl und Unterschlagung;Nichtdeutsch;148776
1990;Diebstahl und Unterschlagung;Deutsch;485092
1990;Diebstahl und Unterschlagung;Gesamt;633868
1990;Gefährliche und schwere Körperverletzung;Nichtdeutsch;10540
1990;Gefährliche und schwere Körperverletzung;Deutsch;40680
1990;Gefährliche und schwere Körperverletzung;Gesamt;51220
1990;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;3292
1990;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;33804
1990;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;37096
1990;Körperverletzung;Nichtdeutsch;10152
1990;Körperverletzung;Deutsch;54644
1990;Körperverletzung;Gesamt;64796
1990;Mord und Totschlag;Nichtdeutsch;588
1990;Mord und Totschlag;Deutsch;1672
1990;Mord und Totschlag;Gesamt;2260
1990;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;6276
1990;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;16140
1990;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;22416
1990;Schwerer Diebstahl;Nichtdeutsch;21120
1990;Schwerer Diebstahl;Deutsch;90212
1990;Schwerer Diebstahl;Gesamt;111332
1990;Sexueller Missbrauch von Kindern;Nichtdeutsch;616
1990;Sexueller Missbrauch von Kindern;Deutsch;5648
1990;Sexueller Missbrauch von Kindern;Gesamt;6264
1990;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;8160
1990;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;58260
1990;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;66420
1990;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;2976
1990;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;16140
1990;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;19116
1990;Straftaten im Straßenverkehr;Nichtdeutsch;117568
1990;Straftaten im Straßenverkehr;Deutsch;917156
1990;Straftaten im Straßenverkehr;Gesamt;1034724
1990;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;89988
1990;Straftaten im Straßenverkehr nach dem StGB;Deutsch;807216
1990;Straftaten im Straßenverkehr nach dem StGB;Gesamt;897204
1990;Straftaten insgesamt;Nichtdeutsch;492160
1990;Straftaten insgesamt;Deutsch;2277292
1990;Straftaten insgesamt;Gesamt;2769452
1990;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;105236
1990;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;217424
1990;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;322660
1990;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;38520
1990;Straftaten nach dem Aufenthaltsgesetz;Deutsch;2736
1990;Straftaten nach dem Aufenthaltsgesetz;Gesamt;41256
1990;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;20868
1990;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;76312
1990;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;97180
1990;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;269356
1990;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1142712
1990;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1412068
1990;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;27580
1990;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;109940
1990;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;137520
1990;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;374592
1990;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1360136
1990;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;1734728
1990;Urkundenfälschung;Nichtdeutsch;14032
1990;Urkundenfälschung;Deutsch;45572
1990;Urkundenfälschung;Gesamt;59604
1990;Vergewaltigung;Nichtdeutsch;888
1990;Vergewaltigung;Deutsch;2804
1990;Vergewaltigung;Gesamt;3692
1990;Verletzung der Unterhaltspflicht;Nichtdeutsch;1344
1990;Verletzung der Unterhaltspflicht;Deutsch;14464
1990;Verletzung der Unterhaltspflicht;Gesamt;15808
1991;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;35836
1991;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;177224
1991;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;213060
1991;Andere Vermögensdelikte;Nichtdeutsch;71672
1991;Andere Vermögensdelikte;Deutsch;329208
1991;Andere Vermögensdelikte;Gesamt;400880
1991;Betrug;Nichtdeutsch;20836
1991;Betrug;Deutsch;163756
1991;Betrug;Gesamt;184592
1991;Diebstahl;Nichtdeutsch;147768
1991;Diebstahl;Deutsch;354080
1991;Diebstahl;Gesamt;501848
1991;Diebstahl und Unterschlagung;Nichtdeutsch;173832
1991;Diebstahl und Unterschlagung;Deutsch;467296
1991;Diebstahl und Unterschlagung;Gesamt;641128
1991;Gefährliche und schwere Körperverletzung;Nichtdeutsch;11584
1991;Gefährliche und schwere Körperverletzung;Deutsch;39492
1991;Gefährliche und schwere Körperverletzung;Gesamt;51076
1991;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;3452
1991;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;32228
1991;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;35680
1991;Körperverletzung;Nichtdeutsch;10772
1991;Körperverletzung;Deutsch;53276
1991;Körperverletzung;Gesamt;64048
1991;Mord und Totschlag;Nichtdeutsch;644
1991;Mord und Totschlag;Deutsch;1612
1991;Mord und Totschlag;Gesamt;2256
1991;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;8216
1991;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;17220
1991;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;25436
1991;Schwerer Diebstahl;Nichtdeutsch;22708
1991;Schwerer Diebstahl;Deutsch;84664
1991;Schwerer Diebstahl;Gesamt;107372
1991;Sexueller Missbrauch von Kindern;Nichtdeutsch;788
1991;Sexueller Missbrauch von Kindern;Deutsch;5960
1991;Sexueller Missbrauch von Kindern;Gesamt;6748
1991;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;8960
1991;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;53756
1991;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;62716
1991;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;3156
1991;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;15416
1991;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;18572
1991;Straftaten im Straßenverkehr;Nichtdeutsch;128712
1991;Straftaten im Straßenverkehr;Deutsch;921112
1991;Straftaten im Straßenverkehr;Gesamt;1049824
1991;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;94740
1991;Straftaten im Straßenverkehr nach dem StGB;Deutsch;808912
1991;Straftaten im Straßenverkehr nach dem StGB;Gesamt;903652
1991;Straftaten insgesamt;Nichtdeutsch;550012
1991;Straftaten insgesamt;Deutsch;2230460
1991;Straftaten insgesamt;Gesamt;2780472
1991;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;116176
1991;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;217000
1991;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;333176
1991;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;32160
1991;Straftaten nach dem Aufenthaltsgesetz;Deutsch;2152
1991;Straftaten nach dem Aufenthaltsgesetz;Gesamt;34312
1991;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;25276
1991;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;85848
1991;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;111124
1991;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;305124
1991;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1092348
1991;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1397472
1991;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;33972
1991;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;112200
1991;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;146172
1991;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;421300
1991;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1309348
1991;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;1730648
1991;Urkundenfälschung;Nichtdeutsch;18260
1991;Urkundenfälschung;Deutsch;45428
1991;Urkundenfälschung;Gesamt;63688
1991;Vergewaltigung;Nichtdeutsch;976
1991;Vergewaltigung;Deutsch;2612
1991;Vergewaltigung;Gesamt;3588
1991;Verletzung der Unterhaltspflicht;Nichtdeutsch;1392
1991;Verletzung der Unterhaltspflicht;Deutsch;14644
1991;Verletzung der Unterhaltspflicht;Gesamt;16036
1992;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;41464
1992;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;171416
1992;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;212880
1992;Andere Vermögensdelikte;Nichtdeutsch;87732
1992;Andere Vermögensdelikte;Deutsch;327704
1992;Andere Vermögensdelikte;Gesamt;415436
1992;Betrug;Nichtdeutsch;24368
1992;Betrug;Deutsch;163336
1992;Betrug;Gesamt;187704
1992;Diebstahl;Nichtdeutsch;181456
1992;Diebstahl;Deutsch;352472
1992;Diebstahl;Gesamt;533928
1992;Diebstahl und Unterschlagung;Nichtdeutsch;213948
1992;Diebstahl und Unterschlagung;Deutsch;464268
1992;Diebstahl und Unterschlagung;Gesamt;678216
1992;Gefährliche und schwere Körperverletzung;Nichtdeutsch;14476
1992;Gefährliche und schwere Körperverletzung;Deutsch;38592
1992;Gefährliche und schwere Körperverletzung;Gesamt;53068
1992;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;3632
1992;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;31920
1992;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;35552
1992;Körperverletzung;Nichtdeutsch;11928
1992;Körperverletzung;Deutsch;49548
1992;Körperverletzung;Gesamt;61476
1992;Mord und Totschlag;Nichtdeutsch;676
1992;Mord und Totschlag;Deutsch;1928
1992;Mord und Totschlag;Gesamt;2604
1992;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;9156
1992;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;17556
1992;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;26712
1992;Schwerer Diebstahl;Nichtdeutsch;28432
1992;Schwerer Diebstahl;Deutsch;84184
1992;Schwerer Diebstahl;Gesamt;112616
1992;Sexueller Missbrauch von Kindern;Nichtdeutsch;836
1992;Sexueller Missbrauch von Kindern;Deutsch;6364
1992;Sexueller Missbrauch von Kindern;Gesamt;7200
1992;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;10412
1992;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;51812
1992;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;62224
1992;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;3688
1992;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;15788
1992;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;19476
1992;Straftaten im Straßenverkehr;Nichtdeutsch;158992
1992;Straftaten im Straßenverkehr;Deutsch;887404
1992;Straftaten im Straßenverkehr;Gesamt;1046396
1992;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;107676
1992;Straftaten im Straßenverkehr nach dem StGB;Deutsch;770640
1992;Straftaten im Straßenverkehr nach dem StGB;Gesamt;878316
1992;Straftaten insgesamt;Nichtdeutsch;672196
1992;Straftaten insgesamt;Deutsch;2178256
1992;Straftaten insgesamt;Gesamt;2850452
1992;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;143172
1992;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;210388
1992;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;353560
1992;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;41880
1992;Straftaten nach dem Aufenthaltsgesetz;Deutsch;2192
1992;Straftaten nach dem Aufenthaltsgesetz;Gesamt;44072
1992;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;28248
1992;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;85816
1992;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;114064
1992;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;370032
1992;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1080464
1992;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1450496
1992;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;51316
1992;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;116764
1992;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;168080
1992;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;513204
1992;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1290852
1992;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;1804056
1992;Urkundenfälschung;Nichtdeutsch;25492
1992;Urkundenfälschung;Deutsch;44520
1992;Urkundenfälschung;Gesamt;70012
1992;Vergewaltigung;Nichtdeutsch;1168
1992;Vergewaltigung;Deutsch;2888
1992;Vergewaltigung;Gesamt;4056
1992;Verletzung der Unterhaltspflicht;Nichtdeutsch;1608
1992;Verletzung der Unterhaltspflicht;Deutsch;15016
1992;Verletzung der Unterhaltspflicht;Gesamt;16624
1993;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;48376
1993;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;171308
1993;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;219684
1993;Andere Vermögensdelikte;Nichtdeutsch;123844
1993;Andere Vermögensdelikte;Deutsch;342020
1993;Andere Vermögensdelikte;Gesamt;465864
1993;Betrug;Nichtdeutsch;32656
1993;Betrug;Deutsch;169360
1993;Betrug;Gesamt;202016
1993;Diebstahl;Nichtdeutsch;237696
1993;Diebstahl;Deutsch;346260
1993;Diebstahl;Gesamt;583956
1993;Diebstahl und Unterschlagung;Nichtdeutsch;279508
1993;Diebstahl und Unterschlagung;Deutsch;464732
1993;Diebstahl und Unterschlagung;Gesamt;744240
1993;Gefährliche und schwere Körperverletzung;Nichtdeutsch;16536
1993;Gefährliche und schwere Körperverletzung;Deutsch;39472
1993;Gefährliche und schwere Körperverletzung;Gesamt;56008
1993;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;3980
1993;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;30360
1993;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;34340
1993;Körperverletzung;Nichtdeutsch;13652
1993;Körperverletzung;Deutsch;48480
1993;Körperverletzung;Gesamt;62132
1993;Mord und Totschlag;Nichtdeutsch;864
1993;Mord und Totschlag;Deutsch;1696
1993;Mord und Totschlag;Gesamt;2560
1993;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;10536
1993;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;18812
1993;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;29348
1993;Schwerer Diebstahl;Nichtdeutsch;37336
1993;Schwerer Diebstahl;Deutsch;89628
1993;Schwerer Diebstahl;Gesamt;126964
1993;Sexueller Missbrauch von Kindern;Nichtdeutsch;972
1993;Sexueller Missbrauch von Kindern;Deutsch;6680
1993;Sexueller Missbrauch von Kindern;Gesamt;7652
1993;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;13228
1993;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;54428
1993;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;67656
1993;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;4200
1993;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;16044
1993;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;20244
1993;Straftaten im Straßenverkehr;Nichtdeutsch;197972
1993;Straftaten im Straßenverkehr;Deutsch;850140
1993;Straftaten im Straßenverkehr;Gesamt;1048112
1993;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;118816
1993;Straftaten im Straßenverkehr nach dem StGB;Deutsch;727032
1993;Straftaten im Straßenverkehr nach dem StGB;Gesamt;845848
1993;Straftaten insgesamt;Nichtdeutsch;884564
1993;Straftaten insgesamt;Deutsch;2158604
1993;Straftaten insgesamt;Gesamt;3043168
1993;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;202920
1993;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;210760
1993;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;413680
1993;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;60692
1993;Straftaten nach dem Aufenthaltsgesetz;Deutsch;3080
1993;Straftaten nach dem Aufenthaltsgesetz;Gesamt;63772
1993;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;33320
1993;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;83024
1993;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;116344
1993;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;483672
1993;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1097704
1993;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1581376
1993;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;79156
1993;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;123108
1993;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;202264
1993;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;686592
1993;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1308464
1993;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;1995056
1993;Urkundenfälschung;Nichtdeutsch;42992
1993;Urkundenfälschung;Deutsch;46716
1993;Urkundenfälschung;Gesamt;89708
1993;Vergewaltigung;Nichtdeutsch;1496
1993;Vergewaltigung;Deutsch;2716
1993;Vergewaltigung;Gesamt;4212
1993;Verletzung der Unterhaltspflicht;Nichtdeutsch;1628
1993;Verletzung der Unterhaltspflicht;Deutsch;14672
1993;Verletzung der Unterhaltspflicht;Gesamt;16300
1994;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;54804
1994;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;175080
1994;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;229884
1994;Andere Vermögensdelikte;Nichtdeutsch;139896
1994;Andere Vermögensdelikte;Deutsch;365632
1994;Andere Vermögensdelikte;Gesamt;505528
1994;Betrug;Nichtdeutsch;36300
1994;Betrug;Deutsch;178072
1994;Betrug;Gesamt;214372
1994;Diebstahl;Nichtdeutsch;187564
1994;Diebstahl;Deutsch;337976
1994;Diebstahl;Gesamt;525540
1994;Diebstahl und Unterschlagung;Nichtdeutsch;229520
1994;Diebstahl und Unterschlagung;Deutsch;456292
1994;Diebstahl und Unterschlagung;Gesamt;685812
1994;Gefährliche und schwere Körperverletzung;Nichtdeutsch;18776
1994;Gefährliche und schwere Körperverletzung;Deutsch;40880
1994;Gefährliche und schwere Körperverletzung;Gesamt;59656
1994;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;4776
1994;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;29380
1994;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;34156
1994;Körperverletzung;Nichtdeutsch;15232
1994;Körperverletzung;Deutsch;50072
1994;Körperverletzung;Gesamt;65304
1994;Mord und Totschlag;Nichtdeutsch;1076
1994;Mord und Totschlag;Deutsch;1844
1994;Mord und Totschlag;Gesamt;2920
1994;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;11428
1994;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;18940
1994;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;30368
1994;Schwerer Diebstahl;Nichtdeutsch;37188
1994;Schwerer Diebstahl;Deutsch;89788
1994;Schwerer Diebstahl;Gesamt;126976
1994;Sexueller Missbrauch von Kindern;Nichtdeutsch;1076
1994;Sexueller Missbrauch von Kindern;Deutsch;6948
1994;Sexueller Missbrauch von Kindern;Gesamt;8024
1994;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;15992
1994;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;56388
1994;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;72380
1994;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;4712
1994;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;16656
1994;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;21368
1994;Straftaten im Straßenverkehr;Nichtdeutsch;210372
1994;Straftaten im Straßenverkehr;Deutsch;845672
1994;Straftaten im Straßenverkehr;Gesamt;1056044
1994;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;119652
1994;Straftaten im Straßenverkehr nach dem StGB;Deutsch;717564
1994;Straftaten im Straßenverkehr nach dem StGB;Gesamt;837216
1994;Straftaten insgesamt;Nichtdeutsch;886448
1994;Straftaten insgesamt;Deutsch;2175140
1994;Straftaten insgesamt;Gesamt;3061588
1994;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;214948
1994;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;211100
1994;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;426048
1994;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;65840
1994;Straftaten nach dem Aufenthaltsgesetz;Deutsch;4808
1994;Straftaten nach dem Aufenthaltsgesetz;Gesamt;70648
1994;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;36024
1994;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;81952
1994;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;117976
1994;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;461128
1994;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1118368
1994;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1579496
1994;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;90720
1994;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;128108
1994;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;218828
1994;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;676076
1994;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1329468
1994;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2005544
1994;Urkundenfälschung;Nichtdeutsch;49628
1994;Urkundenfälschung;Deutsch;48240
1994;Urkundenfälschung;Gesamt;97868
1994;Vergewaltigung;Nichtdeutsch;1620
1994;Vergewaltigung;Deutsch;2876
1994;Vergewaltigung;Gesamt;4496
1994;Verletzung der Unterhaltspflicht;Nichtdeutsch;1708
1994;Verletzung der Unterhaltspflicht;Deutsch;15188
1994;Verletzung der Unterhaltspflicht;Gesamt;16896
1995;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;61084
1995;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;187740
1995;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;248824
1995;Andere Vermögensdelikte;Nichtdeutsch;134792
1995;Andere Vermögensdelikte;Deutsch;378272
1995;Andere Vermögensdelikte;Gesamt;513064
1995;Betrug;Nichtdeutsch;38780
1995;Betrug;Deutsch;187320
1995;Betrug;Gesamt;226100
1995;Diebstahl;Nichtdeutsch;146612
1995;Diebstahl;Deutsch;340216
1995;Diebstahl;Gesamt;486828
1995;Diebstahl und Unterschlagung;Nichtdeutsch;187024
1995;Diebstahl und Unterschlagung;Deutsch;460096
1995;Diebstahl und Unterschlagung;Gesamt;647120
1995;Gefährliche und schwere Körperverletzung;Nichtdeutsch;19700
1995;Gefährliche und schwere Körperverletzung;Deutsch;41460
1995;Gefährliche und schwere Körperverletzung;Gesamt;61160
1995;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;5032
1995;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;30888
1995;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;35920
1995;Körperverletzung;Nichtdeutsch;18184
1995;Körperverletzung;Deutsch;57884
1995;Körperverletzung;Gesamt;76068
1995;Mord und Totschlag;Nichtdeutsch;1028
1995;Mord und Totschlag;Deutsch;1956
1995;Mord und Totschlag;Gesamt;2984
1995;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;12692
1995;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;19624
1995;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;32316
1995;Schwerer Diebstahl;Nichtdeutsch;35480
1995;Schwerer Diebstahl;Deutsch;89856
1995;Schwerer Diebstahl;Gesamt;125336
1995;Sexueller Missbrauch von Kindern;Nichtdeutsch;956
1995;Sexueller Missbrauch von Kindern;Deutsch;7080
1995;Sexueller Missbrauch von Kindern;Gesamt;8036
1995;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;16472
1995;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;58000
1995;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;74472
