jahr;straftat_bezeichnung;nationalitaet;verurteilte
2001;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;34956
2001;Körperverletzung;Nichtdeutsch;27868
2001;Körperverletzung;Deutsch;91188
2001;Körperverletzung;Gesamt;119056
2001;Mord und Totschlag;Nichtdeutsch;1112
2001;Mord und Totschlag;Deutsch;1824
2001;Mord und Totschlag;Gesamt;2936
2001;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;11936
2001;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;24664
2001;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;36600
2001;Schwerer Diebstahl;Nichtdeutsch;22832
2001;Schwerer Diebstahl;Deutsch;66512
2001;Schwerer Diebstahl;Gesamt;89344
2001;Sexueller Missbrauch von Kindern;Nichtdeutsch;1072
2001;Sexueller Missbrauch von Kindern;Deutsch;7504
2001;Sexueller Missbrauch von Kindern;Gesamt;8576
2001;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;15668
2001;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;64296
2001;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;79964
2001;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;5196
2001;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;21408
2001;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;26604
2001;Straftaten im Straßenverkehr;Nichtdeutsch;135172
2001;Straftaten im Straßenverkehr;Deutsch;671164
2001;Straftaten im Straßenverkehr;Gesamt;806336
2001;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;88860
2001;Straftaten im Straßenverkehr nach dem StGB;Deutsch;539904
2001;Straftaten im Straßenverkehr nach dem StGB;Gesamt;628764
2001;Straftaten insgesamt;Nichtdeutsch;682220
2001;Straftaten insgesamt;Deutsch;2192588
2001;Straftaten insgesamt;Gesamt;2874808
2001;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;152744
2001;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;259796
2001;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;412540
2001;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;64696
2001;Straftaten nach dem Aufenthaltsgesetz;Deutsch;10548
2001;Straftaten nach dem Aufenthaltsgesetz;Gesamt;75244
2001;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;41528
2001;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;142324
2001;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;183852
2001;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;394304
2001;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1261628
2001;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1655932
2001;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;46312
2001;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;131260
2001;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;177572
2001;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;547048
2001;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1521424
2001;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2068472
2001;Urkundenfälschung;Nichtdeutsch;32632
2001;Urkundenfälschung;Deutsch;45056
2001;Urkundenfälschung;Gesamt;77688
2001;Vergewaltigung;Nichtdeutsch;932
2001;Vergewaltigung;Deutsch;2212
2001;Vergewaltigung;Gesamt;3144
2001;Verletzung der Unterhaltspflicht;Nichtdeutsch;1788
2001;Verletzung der Unterhaltspflicht;Deutsch;14124
2001;Verletzung der Unterhaltspflicht;Gesamt;15912
2002;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;83408
2002;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;269384
2002;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;352792
2002;Andere Vermögensdelikte;Nichtdeutsch;123196
2002;Andere Vermögensdelikte;Deutsch;430084
2002;Andere Vermögensdelikte;Gesamt;553280
2002;Betrug;Nichtdeutsch;41880
2002;Betrug;Deutsch;195624
2002;Betrug;Gesamt;237504
2002;Diebstahl;Nichtdeutsch;131064
2002;Diebstahl;Deutsch;339368
2002;Diebstahl;Gesamt;470432
2002;Diebstahl und Unterschlagung;Nichtdeutsch;160948
2002;Diebstahl und Unterschlagung;Deutsch;435608
2002;Diebstahl und Unterschlagung;Gesamt;596556
2002;Gefährliche und schwere Körperverletzung;Nichtdeutsch;22952
2002;Gefährliche und schwere Körperverletzung;Deutsch;62480
2002;Gefährliche und schwere Körperverletzung;Gesamt;85432
2002;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;4884
2002;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;29604
2002;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;34488
2002;Körperverletzung;Nichtdeutsch;31848
2002;Körperverletzung;Deutsch;97300
2002;Körperverletzung;Gesamt;129148
2002;Mord und Totschlag;Nichtdeutsch;788
2002;Mord und Totschlag;Deutsch;1664
2002;Mord und Totschlag;Gesamt;2452
2002;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;12796
2002;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;25344
2002;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;38140
2002;Schwerer Diebstahl;Nichtdeutsch;24596
2002;Schwerer Diebstahl;Deutsch;67540
2002;Schwerer Diebstahl;Gesamt;92136
2002;Sexueller Missbrauch von Kindern;Nichtdeutsch;1188
2002;Sexueller Missbrauch von Kindern;Deutsch;7988
2002;Sexueller Missbrauch von Kindern;Gesamt;9176
2002;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;16384
2002;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;66088
2002;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;82472
2002;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;5428
2002;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;21652
2002;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;27080
2002;Straftaten im Straßenverkehr;Nichtdeutsch;139080
2002;Straftaten im Straßenverkehr;Deutsch;648260
2002;Straftaten im Straßenverkehr;Gesamt;787340
2002;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;93712
2002;Straftaten im Straßenverkehr nach dem StGB;Deutsch;515528
2002;Straftaten im Straßenverkehr nach dem StGB;Gesamt;609240
2002;Straftaten insgesamt;Nichtdeutsch;698076
2002;Straftaten insgesamt;Deutsch;2180928
2002;Straftaten insgesamt;Gesamt;2879004
2002;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;151952
2002;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;254904
2002;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;406856
2002;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;64276
2002;Straftaten nach dem Aufenthaltsgesetz;Deutsch;11084
2002;Straftaten nach dem Aufenthaltsgesetz;Gesamt;75360
2002;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;42664
2002;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;139728
2002;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;182392
2002;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;407044
2002;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1277764
2002;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1684808
2002;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;45368
2002;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;132732
2002;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;178100
2002;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;558996
2002;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1532668
2002;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2091664
2002;Urkundenfälschung;Nichtdeutsch;29316
2002;Urkundenfälschung;Deutsch;44284
2002;Urkundenfälschung;Gesamt;73600
2002;Vergewaltigung;Nichtdeutsch;1056
2002;Vergewaltigung;Deutsch;2240
2002;Vergewaltigung;Gesamt;3296
2002;Verletzung der Unterhaltspflicht;Nichtdeutsch;2012
2002;Verletzung der Unterhaltspflicht;Deutsch;15028
2002;Verletzung der Unterhaltspflicht;Gesamt;17040
2003;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;84812
2003;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;277908
2003;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;362720
2003;Andere Vermögensdelikte;Nichtdeutsch;133416
2003;Andere Vermögensdelikte;Deutsch;476556
2003;Andere Vermögensdelikte;Gesamt;609972
2003;Betrug;Nichtdeutsch;45580
2003;Betrug;Deutsch;217660
2003;Betrug;Gesamt;263240
2003;Diebstahl;Nichtdeutsch;134344
2003;Diebstahl;Deutsch;337324
2003;Diebstahl;Gesamt;471668
2003;Diebstahl und Unterschlagung;Nichtdeutsch;163824
2003;Diebstahl und Unterschlagung;Deutsch;433672
2003;Diebstahl und Unterschlagung;Gesamt;597496
2003;Gefährliche und schwere Körperverletzung;Nichtdeutsch;23804
2003;Gefährliche und schwere Körperverletzung;Deutsch;66996
2003;Gefährliche und schwere Körperverletzung;Gesamt;90800
2003;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;4188
2003;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;27424
2003;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;31612
2003;Körperverletzung;Nichtdeutsch;32608
2003;Körperverletzung;Deutsch;103612
2003;Körperverletzung;Gesamt;136220
2003;Mord und Totschlag;Nichtdeutsch;896
2003;Mord und Totschlag;Deutsch;1668
2003;Mord und Totschlag;Gesamt;2564
2003;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;12548
2003;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;25508
2003;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;38056
2003;Schwerer Diebstahl;Nichtdeutsch;23824
2003;Schwerer Diebstahl;Deutsch;66948
2003;Schwerer Diebstahl;Gesamt;90772
2003;Sexueller Missbrauch von Kindern;Nichtdeutsch;1256
2003;Sexueller Missbrauch von Kindern;Deutsch;8348
2003;Sexueller Missbrauch von Kindern;Gesamt;9604
2003;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;15892
2003;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;65112
2003;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;81004
2003;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;5900
2003;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;23432
2003;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;29332
2003;Straftaten im Straßenverkehr;Nichtdeutsch;138436
2003;Straftaten im Straßenverkehr;Deutsch;642676
2003;Straftaten im Straßenverkehr;Gesamt;781112
2003;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;94304
2003;Straftaten im Straßenverkehr nach dem StGB;Deutsch;508068
2003;Straftaten im Straßenverkehr nach dem StGB;Gesamt;602372
2003;Straftaten insgesamt;Nichtdeutsch;711344
2003;Straftaten insgesamt;Deutsch;2233844
2003;Straftaten insgesamt;Gesamt;2945188
2003;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;152328
2003;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;261556
2003;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;413884
2003;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;62836
2003;Straftaten nach dem Aufenthaltsgesetz;Deutsch;9660
2003;Straftaten nach dem Aufenthaltsgesetz;Gesamt;72496
2003;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;43632
2003;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;143072
2003;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;186704
2003;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;420580
2003;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1329612
2003;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1750192
2003;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;44132
2003;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;134608
2003;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;178740
2003;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;572908
2003;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1591168
2003;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2164076
2003;Urkundenfälschung;Nichtdeutsch;29040
2003;Urkundenfälschung;Deutsch;45188
2003;Urkundenfälschung;Gesamt;74228
2003;Vergewaltigung;Nichtdeutsch;1168
2003;Vergewaltigung;Deutsch;2244
2003;Vergewaltigung;Gesamt;3412
2003;Verletzung der Unterhaltspflicht;Nichtdeutsch;2356
2003;Verletzung der Unterhaltspflicht;Deutsch;15680
2003;Verletzung der Unterhaltspflicht;Gesamt;18036
2004;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;92928
2004;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;301640
2004;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;394568
2004;Andere Vermögensdelikte;Nichtdeutsch;148768
2004;Andere Vermögensdelikte;Deutsch;555244
2004;Andere Vermögensdelikte;Gesamt;704012
2004;Betrug;Nichtdeutsch;55572
2004;Betrug;Deutsch;275316
2004;Betrug;Gesamt;330888
2004;Diebstahl;Nichtdeutsch;129136
2004;Diebstahl;Deutsch;343864
2004;Diebstahl;Gesamt;473000
2004;Diebstahl und Unterschlagung;Nichtdeutsch;160312
2004;Diebstahl und Unterschlagung;Deutsch;445160
2004;Diebstahl und Unterschlagung;Gesamt;605472
2004;Gefährliche und schwere Körperverletzung;Nichtdeutsch;25156
2004;Gefährliche und schwere Körperverletzung;Deutsch;69756
2004;Gefährliche und schwere Körperverletzung;Gesamt;94912
2004;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;4220
2004;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;25968
2004;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;30188
2004;Körperverletzung;Nichtdeutsch;36108
2004;Körperverletzung;Deutsch;114408
2004;Körperverletzung;Gesamt;150516
2004;Mord und Totschlag;Nichtdeutsch;992
2004;Mord und Totschlag;Deutsch;1596
2004;Mord und Totschlag;Gesamt;2588
2004;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;13496
2004;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;27252
2004;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;40748
2004;Schwerer Diebstahl;Nichtdeutsch;25488
2004;Schwerer Diebstahl;Deutsch;70432
2004;Schwerer Diebstahl;Gesamt;95920
2004;Sexueller Missbrauch von Kindern;Nichtdeutsch;1256
2004;Sexueller Missbrauch von Kindern;Deutsch;8492
2004;Sexueller Missbrauch von Kindern;Gesamt;9748
2004;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;16680
2004;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;69800
2004;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;86480
2004;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;5732
2004;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;25868
2004;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;31600
2004;Straftaten im Straßenverkehr;Nichtdeutsch;133244
2004;Straftaten im Straßenverkehr;Deutsch;652692
2004;Straftaten im Straßenverkehr;Gesamt;785936
2004;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;88376
2004;Straftaten im Straßenverkehr nach dem StGB;Deutsch;510748
2004;Straftaten im Straßenverkehr nach dem StGB;Gesamt;599124
2004;Straftaten insgesamt;Nichtdeutsch;719204
2004;Straftaten insgesamt;Deutsch;2384004
2004;Straftaten insgesamt;Gesamt;3103208
2004;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;143824
2004;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;280380
2004;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;424204
2004;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;51740
2004;Straftaten nach dem Aufenthaltsgesetz;Deutsch;7804
2004;Straftaten nach dem Aufenthaltsgesetz;Gesamt;59544
2004;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;46764
2004;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;152192
2004;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;198956
2004;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;442136
2004;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1450932
2004;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1893068
2004;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;44868
2004;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;141944
2004;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;186812
2004;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;585960
2004;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1731312
2004;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2317272
2004;Urkundenfälschung;Nichtdeutsch;30552
2004;Urkundenfälschung;Deutsch;47296
2004;Urkundenfälschung;Gesamt;77848
2004;Vergewaltigung;Nichtdeutsch;1116
2004;Vergewaltigung;Deutsch;2332
2004;Vergewaltigung;Gesamt;3448
2004;Verletzung der Unterhaltspflicht;Nichtdeutsch;2376
2004;Verletzung der Unterhaltspflicht;Deutsch;14848
2004;Verletzung der Unterhaltspflicht;Gesamt;17224
2005;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;97012
2005;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;316184
2005;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;413196
2005;Andere Vermögensdelikte;Nichtdeutsch;162856
2005;Andere Vermögensdelikte;Deutsch;613256
2005;Andere Vermögensdelikte;Gesamt;776112
2005;Betrug;Nichtdeutsch;65556
2005;Betrug;Deutsch;315208
2005;Betrug;Gesamt;380764
2005;Diebstahl;Nichtdeutsch;121108
2005;Diebstahl;Deutsch;324776
2005;Diebstahl;Gesamt;445884
2005;Diebstahl und Unterschlagung;Nichtdeutsch;152172
2005;Diebstahl und Unterschlagung;Deutsch;424256
2005;Diebstahl und Unterschlagung;Gesamt;576428
2005;Gefährliche und schwere Körperverletzung;Nichtdeutsch;25972
2005;Gefährliche und schwere Körperverletzung;Deutsch;73772
2005;Gefährliche und schwere Körperverletzung;Gesamt;99744
2005;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;3808
2005;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;23192
2005;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;27000
2005;Körperverletzung;Nichtdeutsch;39356
2005;Körperverletzung;Deutsch;122128
2005;Körperverletzung;Gesamt;161484
2005;Mord und Totschlag;Nichtdeutsch;740
2005;Mord und Totschlag;Deutsch;1640
2005;Mord und Totschlag;Gesamt;2380
2005;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;13040
2005;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;26332
2005;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;39372
2005;Schwerer Diebstahl;Nichtdeutsch;25484
2005;Schwerer Diebstahl;Deutsch;69208
2005;Schwerer Diebstahl;Gesamt;94692
2005;Sexueller Missbrauch von Kindern;Nichtdeutsch;1040
2005;Sexueller Missbrauch von Kindern;Deutsch;8284
2005;Sexueller Missbrauch von Kindern;Gesamt;9324
2005;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;18728
2005;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;70492
2005;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;89220
2005;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;5664
2005;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;25864
2005;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;31528
2005;Straftaten im Straßenverkehr;Nichtdeutsch;131928
2005;Straftaten im Straßenverkehr;Deutsch;625280
2005;Straftaten im Straßenverkehr;Gesamt;757208
2005;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;87848
2005;Straftaten im Straßenverkehr nach dem StGB;Deutsch;488100
2005;Straftaten im Straßenverkehr nach dem StGB;Gesamt;575948
2005;Straftaten insgesamt;Nichtdeutsch;720560
2005;Straftaten insgesamt;Deutsch;2402076
2005;Straftaten insgesamt;Gesamt;3122636
2005;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;135352
2005;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;277220
2005;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;412572
2005;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;41744
2005;Straftaten nach dem Aufenthaltsgesetz;Deutsch;4252
2005;Straftaten nach dem Aufenthaltsgesetz;Gesamt;45996
2005;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;48332
2005;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;157556
2005;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;205888
2005;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;453280
2005;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1499576
2005;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1952856
2005;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;44080
2005;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;137180
2005;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;181260
2005;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;588632
2005;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1776796
2005;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2365428
2005;Urkundenfälschung;Nichtdeutsch;30504
2005;Urkundenfälschung;Deutsch;47492
2005;Urkundenfälschung;Gesamt;77996
2005;Vergewaltigung;Nichtdeutsch;1212
2005;Vergewaltigung;Deutsch;2136
2005;Vergewaltigung;Gesamt;3348
2005;Verletzung der Unterhaltspflicht;Nichtdeutsch;2096
2005;Verletzung der Unterhaltspflicht;Deutsch;13672
2005;Verletzung der Unterhaltspflicht;Gesamt;15768
2006;Andere Straftaten gegen die Person (ohne Verkehr);Nichtdeutsch;97548
2006;Andere Straftaten gegen die Person (ohne Verkehr);Deutsch;323012
2006;Andere Straftaten gegen die Person (ohne Verkehr);Gesamt;420560
2006;Andere Vermögensdelikte;Nichtdeutsch;153844
2006;Andere Vermögensdelikte;Deutsch;597484
2006;Andere Vermögensdelikte;Gesamt;751328
2006;Betrug;Nichtdeutsch;63312
2006;Betrug;Deutsch;302480
2006;Betrug;Gesamt;365792
2006;Diebstahl;Nichtdeutsch;109260
2006;Diebstahl;Deutsch;303120
2006;Diebstahl;Gesamt;412380
2006;Diebstahl und Unterschlagung;Nichtdeutsch;139924
2006;Diebstahl und Unterschlagung;Deutsch;399732
2006;Diebstahl und Unterschlagung;Gesamt;539656
2006;Gefährliche und schwere Körperverletzung;Nichtdeutsch;27816
2006;Gefährliche und schwere Körperverletzung;Deutsch;80128
2006;Gefährliche und schwere Körperverletzung;Gesamt;107944
2006;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Nichtdeutsch;3448
2006;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Deutsch;21044
2006;Gemeingefährliche einschl. Umweltstraftaten (o.V.);Gesamt;24492
2006;Körperverletzung;Nichtdeutsch;38852
2006;Körperverletzung;Deutsch;125456
2006;Körperverletzung;Gesamt;164308
2006;Mord und Totschlag;Nichtdeutsch;696
2006;Mord und Totschlag;Deutsch;1568
2006;Mord und Totschlag;Gesamt;2264
2006;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Nichtdeutsch;12232
2006;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Deutsch;26808
2006;Raub u. Erpressung,räuber. Angriff auf Kraftfahrer;Gesamt;39040
2006;Schwerer Diebstahl;Nichtdeutsch;24848
2006;Schwerer Diebstahl;Deutsch;67052
2006;Schwerer Diebstahl;Gesamt;91900
2006;Sexueller Missbrauch von Kindern;Nichtdeutsch;1060
2006;Sexueller Missbrauch von Kindern;Deutsch;7536
2006;Sexueller Missbrauch von Kindern;Gesamt;8596
2006;Straftaten gegen den Staat,die öffentliche Ordnung;Nichtdeutsch;17560
2006;Straftaten gegen den Staat,die öffentliche Ordnung;Deutsch;71484
2006;Straftaten gegen den Staat,die öffentliche Ordnung;Gesamt;89044
2006;Straftaten gegen die sexuelle Selbstbestimmung;Nichtdeutsch;5260
2006;Straftaten gegen die sexuelle Selbstbestimmung;Deutsch;24680
2006;Straftaten gegen die sexuelle Selbstbestimmung;Gesamt;29940
2006;Straftaten im Straßenverkehr;Nichtdeutsch;124744
2006;Straftaten im Straßenverkehr;Deutsch;580196
2006;Straftaten im Straßenverkehr;Gesamt;704940
2006;Straftaten im Straßenverkehr nach dem StGB;Nichtdeutsch;83772
2006;Straftaten im Straßenverkehr nach dem StGB;Deutsch;452988
2006;Straftaten im Straßenverkehr nach dem StGB;Gesamt;536760
2006;Straftaten insgesamt;Nichtdeutsch;684740
2006;Straftaten insgesamt;Deutsch;2320808
2006;Straftaten insgesamt;Gesamt;3005548
2006;Straftaten nach anderen Bundes- u. Landesgesetzen;Nichtdeutsch;130180
2006;Straftaten nach anderen Bundes- u. Landesgesetzen;Deutsch;276368
2006;Straftaten nach anderen Bundes- u. Landesgesetzen;Gesamt;406548
2006;Straftaten nach dem Aufenthaltsgesetz;Nichtdeutsch;41084
2006;Straftaten nach dem Aufenthaltsgesetz;Deutsch;3604
2006;Straftaten nach dem Aufenthaltsgesetz;Gesamt;44688
2006;Straftaten nach dem Betäubungsmittelgesetz;Nichtdeutsch;47092
2006;Straftaten nach dem Betäubungsmittelgesetz;Deutsch;161568
2006;Straftaten nach dem Betäubungsmittelgesetz;Gesamt;208660
2006;Straftaten nach dem StGB (ohne Verkehr);Nichtdeutsch;429816
2006;Straftaten nach dem StGB (ohne Verkehr);Deutsch;1464244
2006;Straftaten nach dem StGB (ohne Verkehr);Gesamt;1894060
2006;Straftaten nach dem Straßenverkehrsgesetz;Nichtdeutsch;40972
2006;Straftaten nach dem Straßenverkehrsgesetz;Deutsch;127208
2006;Straftaten nach dem Straßenverkehrsgesetz;Gesamt;168180
2006;Straftaten ohne Straftaten im Straßenverkehr;Nichtdeutsch;559996
2006;Straftaten ohne Straftaten im Straßenverkehr;Deutsch;1740612
2006;Straftaten ohne Straftaten im Straßenverkehr;Gesamt;2300608
2006;Urkundenfälschung;Nichtdeutsch;26824
2006;Urkundenfälschung;Deutsch;44836
2006;Urkundenfälschung;Gesamt;71660
2006;Vergewaltigung;Nichtdeutsch;1232
2006;Vergewaltigung;Deutsch;2108
2006;Vergewaltigung;Gesamt;3340
2006;Verletzung der Unterhaltspflicht;Nichtdeutsch;1656
2006;Verletzung der Unterhaltspflicht;Deutsch;11368
2006;Verletzung der Unterhaltspflicht;Gesamt;13024
